,,REPORTE COTIZACIONES,,,,01/12/2016 - 02/12/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
CCO,28/06/2019,,"8006,24","0,48","0,07",,,
CCO,27/06/2019,,"7967,76","0,73","0,08",,,
CCO,26/06/2019,,"7909,97","0,32","0,05",,,
CCO,25/06/2019,,"7884,72","-1,51","0,05",,,
CCO,24/06/2019,,"8005,70","-0,32","0,07",,,
CCO,21/06/2019,,"8031,71","-0,24","0,05",,,
CCO,20/06/2019,,"8051,34","0,80","0,04",,,
CCO,19/06/2019,,"7987,32","0,42","0,04",,,
CCO,18/06/2019,,"7953,88","1,39","0,03",,,
CCO,17/06/2019,,"7845,02","0,62","0,02",,,
CCO,14/06/2019,,"7796,66","-0,52","0,01",,,
CCO,13/06/2019,,"7837,13","0,57","0,02",,,
CCO,12/06/2019,,"7792,72","-0,38","0,02",,,
CCO,11/06/2019,,"7822,57","-0,01","0,03",,,
CCO,10/06/2019,,"7823,17","1,05","0,03",,,
CCO,07/06/2019,,"7742,10","1,66","0,02",,,
CCO,06/06/2019,,"7615,55","0,53","0,00",,,
CCO,05/06/2019,,"7575,48","0,64","0,00",,,
CCO,04/06/2019,,"7527,12","2,65","-0,01",,,
CCO,03/06/2019,,"7333,02","-1,61","-0,03",,,
CCO,31/05/2019,,"7453,15","-1,51","0,01",,,
CCO,30/05/2019,,"7567,72","0,27","0,02",,,
CCO,29/05/2019,,"7547,31","-0,79","0,02",,,
CCO,28/05/2019,,"7607,35","-0,39","0,03",,,
CCO,24/05/2019,,"7637,01","0,11","0,03",,,
CCO,23/05/2019,,"7628,28","-1,58","0,03",,,
CCO,22/05/2019,,"7750,84","-0,45","0,06",,,
CCO,21/05/2019,,"7785,72","1,08","0,06",,,
CCO,20/05/2019,,"7702,38","-1,46","0,05",,,
CCO,17/05/2019,,"7816,28","-1,04","0,06",,,
CCO,16/05/2019,,"7898,05","0,97","0,07",,,
CCO,15/05/2019,,"7822,15","1,13","0,06",,,
CCO,14/05/2019,,"7734,49","1,14","0,05",,,
CCO,13/05/2019,,"7647,02","-3,41","0,04",,,
CCO,10/05/2019,,"7916,94","0,08","0,07",,,
CCO,09/05/2019,,"7910,59","-0,41","0,08",,,
CCO,08/05/2019,,"7943,32","-0,26","0,10",,,
CCO,07/05/2019,,"7963,76","-1,96","0,10",,,
CCO,06/05/2019,,"8123,29","-0,50","0,12",,,
CCO,03/05/2019,,"8164,00","1,58","0,16",,,
CCO,02/05/2019,,"8036,77","-0,16","0,14",,,
CCO,01/05/2019,,"8049,64","-0,57","0,13",,,
CCO,30/04/2019,,"8095,39","-0,81","0,15",,,
CCO,29/04/2019,,"8161,85","0,19","0,16",,,
CCO,26/04/2019,,"8146,40","0,34","0,15",,,
CCO,25/04/2019,,"8118,68","0,21","0,16",,,
CCO,24/04/2019,,"8102,02","-0,23","0,16",,,
CCO,23/04/2019,,"8120,82","1,32","0,14",,,
CCO,22/04/2019,,"8015,27","0,22","0,13",,,
CCO,18/04/2019,,"7998,06","0,02","0,10",,,
CCO,17/04/2019,,"7996,08","-0,05","0,10",,,
CCO,16/04/2019,,"8000,22","0,30","0,12",,,
CCO,15/04/2019,,"7976,01","-0,10","0,12",,,
CCO,12/04/2019,,"7984,16","0,46","0,12",,,
CCO,11/04/2019,,"7947,36","-0,21","0,13",,,
CCO,10/04/2019,,"7964,24","0,70","0,13",,,
CCO,09/04/2019,,"7909,28","-0,56","0,14",,,
CCO,08/04/2019,,"7953,88","0,19","0,15",,,
CCO,05/04/2019,,"7938,69","0,59","0,13",,,
CCO,04/04/2019,,"7891,78","-0,05","0,13",,,
CCO,03/04/2019,,"7895,55","0,60","0,14",,,
CCO,02/04/2019,,"7848,69","0,25","0,15",,,
CCO,01/04/2019,,"7828,91","1,29","0,14",,,
CCO,29/03/2019,,"7729,32","0,78","0,10",,,
CCO,28/03/2019,,"7669,17","0,34","0,11",,,
CCO,27/03/2019,,"7643,38","-0,63","0,10",,,
CCO,26/03/2019,,"7691,52","0,71","0,07",,,
CCO,25/03/2019,,"7637,54","-0,07","0,06",,,
CCO,22/03/2019,,"7642,67","-2,50","0,07",,,
CCO,21/03/2019,,"7838,96","1,42","0,07",,,
CCO,20/03/2019,,"7728,97","0,06","0,05",,,
CCO,19/03/2019,,"7723,95","0,12","0,06",,,
CCO,18/03/2019,,"7714,48","0,34","0,06",,,
CCO,15/03/2019,,"7688,53","0,76","0,03",,,
CCO,14/03/2019,,"7630,91","-0,16","0,02",,,
CCO,13/03/2019,,"7643,40","0,69","0,02",,,
CCO,12/03/2019,,"7591,03","0,44","0,01",,,
CCO,11/03/2019,,"7558,06","2,02","0,00",,,
CCO,08/03/2019,,"7408,14","-0,18","0,00",,,
CCO,07/03/2019,,"7421,46","-1,13","0,01",,,
CCO,06/03/2019,,"7505,92","-0,93","0,02",,,
CCO,05/03/2019,,"7576,36","-0,02","0,04",,,
CCO,04/03/2019,,"7577,57","-0,23","0,04",,,
CCO,01/03/2019,,"7595,35","0,83","0,06",,,
CCO,28/02/2019,,"7532,53","-0,29","0,04",,,
CCO,27/02/2019,,"7554,51","0,07","0,04",,,
CCO,26/02/2019,,"7549,30","-0,07","0,02",,,
CCO,25/02/2019,,"7554,46","0,36","0,02",,,
CCO,22/02/2019,,"7527,54","0,91","0,05",,,
CCO,21/02/2019,,"7459,71","-0,39","0,04",,,
CCO,20/02/2019,,"7489,07","0,03","0,04",,,
CCO,19/02/2019,,"7486,77","0,19","0,04",,,
CCO,15/02/2019,,"7472,41","0,61","0,04",,,
CCO,14/02/2019,,"7426,69","0,08","0,04",,,
CCO,13/02/2019,,"7420,38","0,08","0,06",,,
CCO,12/02/2019,,"7414,62","1,46","0,07",,,
CCO,11/02/2019,,"7307,90","0,13","0,05",,,
CCO,08/02/2019,,"7298,20","0,14","0,08",,,
CCO,07/02/2019,,"7288,35","-1,18","0,04",,,
CCO,06/02/2019,,"7375,28","-0,36","0,04",,,
CCO,05/02/2019,,"7402,08","0,74","0,07",,,
CCO,04/02/2019,,"7347,54","1,15","0,06",,,
CCO,01/02/2019,,"7263,87","-0,25","-0,01",,,
CCO,31/01/2019,,"7281,74","1,35","-0,01",,,
CCO,29/01/2019,,"7028,29","-0,82","-0,05",,,
CCO,28/01/2019,,"7085,68","-1,11","-0,05",,,
CCO,25/01/2019,,"7164,86","1,29","-0,03",,,
CCO,24/01/2019,,"7073,46","0,68","-0,04",,,
CCO,23/01/2019,,"7025,77","0,08","-0,05",,,
CCO,22/01/2019,,"7020,36","-1,91","-0,05",,,
CCO,18/01/2019,,"7157,23","1,02","-0,03",,,
CCO,18/01/2019,,"7157,23","1,03","-0,01",,,
CCO,17/01/2019,,"7084,46","0,71","-0,02",,,
CCO,16/01/2019,,"7034,69","0,15","-0,02",,,
CCO,15/01/2019,,"7023,83","1,71","-0,02",,,
CCO,14/01/2019,,"6905,92","-0,94","-0,04",,,
CCO,11/01/2019,,"6971,48","-0,21","-0,03",,,
CCO,10/01/2019,,"6986,07","0,42","-0,02",,,
CCO,09/01/2019,,"6957,08","0,87","-0,02",,,
CCO,08/01/2019,,"6897,00","1,08","-0,03",,,
CCO,07/01/2019,,"6823,47","1,26","-0,04",,,
CCO,04/01/2019,,"6738,86","4,26","-0,04",,,
CCO,03/01/2019,,"6463,50","-3,04","-0,08",,,
CCO,02/01/2019,,"6665,94","0,46","-0,04",,,
CCO,31/12/2018,,"6635,28","0,76","-0,05",,,
CCO,28/12/2018,,"6584,52","0,08","-0,05",,,
CCO,27/12/2018,,"6579,49","0,38","-0,05",,,
CCO,26/12/2018,,"6554,36","5,84","-0,05",,,
CCO,24/12/2018,,"6192,92","-2,21","-0,10",,,
CCO,21/12/2018,,"6332,99","-2,99","-0,09",,,
CCO,20/12/2018,,"6528,41","-1,63","-0,06",,,
CCO,19/12/2018,,"6636,83","-2,17","-0,04",,,
CCO,18/12/2018,,"6783,91","0,45","-0,03",,,
CCO,17/12/2018,,"6753,73","-2,27","-0,03",,,
CCO,14/12/2018,,"6910,66","-2,26","0,01",,,
CCO,13/12/2018,,"7070,33","-0,39","0,03",,,
CCO,12/12/2018,,"7098,31","0,95","0,04",,,
CCO,11/12/2018,,"7031,83","0,16","0,03",,,
CCO,10/12/2018,,"7020,52","0,74","0,03",,,
CCO,07/12/2018,,"6969,25","-3,05","0,03",,,
CCO,06/12/2018,,"7188,26","0,42","0,07",,,
CCO,04/12/2018,,"7158,43","-3,95","0,06",,,
CCO,03/12/2018,,"7441,51","1,51","0,10",,,
CCO,30/11/2018,,"7330,54","0,78","0,09",,,
CCO,29/11/2018,,"7273,08","-0,25","0,07",,,
CCO,28/11/2018,,"7291,59","2,95","0,06",,,
CCO,27/11/2018,,"7082,70","0,01","0,03",,,
CCO,26/11/2018,,"7081,85","2,06","0,03",,,
CCO,23/11/2018,,"6938,98","-0,48","0,01",,,
CCO,21/11/2018,,"6972,25","0,91","0,02",,,
CCO,20/11/2018,,"6908,82","-1,70","0,02",,,
CCO,19/11/2018,,"7028,48","-3,03","0,04",,,
CCO,16/11/2018,,"7247,87","-0,15","0,07",,,
CCO,15/11/2018,,"7259,03","1,72","0,09",,,
CCO,14/11/2018,,"7136,39","-0,90","0,06",,,
CCO,13/11/2018,,"7200,88","0,00","0,07",,,
CCO,12/11/2018,,"7200,87","-2,78","0,07",,,
CCO,09/11/2018,,"7406,90","-1,67","0,10",,,
CCO,09/11/2018,,"7286,21","-1,63","0,08",,,
CCO,09/11/2018,,"7282,76","-1,68","0,08",,,
CCO,09/11/2018,,"7299,41","-1,45","0,09",,,
CCO,09/11/2018,,"7312,68","-1,27","0,09",,,
CCO,09/11/2018,,"7326,23","-1,09","0,09",,,
CCO,08/11/2018,,"7530,88","-0,53","0,11",,,
CCO,07/11/2018,,"7570,75","2,64","0,12",,,
CCO,06/11/2018,,"7375,96","0,64","0,09",,,
CCO,05/11/2018,,"7328,85","-0,38","0,08",,,
CCO,02/11/2018,,"7356,99","-1,04","0,10",,,
CCO,31/10/2018,,"7305,90","2,01","0,09",,,
CCO,30/10/2018,,"7161,65","1,58","0,07",,,
CCO,29/10/2018,,"7050,29","-1,63","0,06",,,
CCO,26/10/2018,,"7167,21","-2,06","0,10",,,
CCO,25/10/2018,,"7318,34","2,95","0,12",,,
CCO,24/10/2018,,"7108,40","-4,43","0,08",,,
CCO,23/10/2018,,"7437,54","-0,42","0,13",,,
CCO,22/10/2018,,"7468,63","0,26","0,14",,,
CCO,19/10/2018,,"7449,03","-0,48","0,13",,,
CCO,18/10/2018,,"7485,14","-2,06","0,13",,,
CCO,17/10/2018,,"7642,70","-0,04","0,16",,,
CCO,16/10/2018,,"7645,49","2,89","0,16",,,
CCO,15/10/2018,,"7430,74","-0,88","0,13",,,
CCO,12/10/2018,,"7496,89","2,29","0,14",,,
CCO,11/10/2018,,"7329,06","-1,25","0,11",,,
CCO,10/10/2018,,"7422,05","-4,08","0,13",,,
CCO,09/10/2018,,"7738,02","0,03","0,18",,,
CCO,08/10/2018,,"7735,95","-0,67","0,18",,,
CCO,05/10/2018,,"7788,45","-1,16","0,19",,,
CCO,04/10/2018,,"7879,51","-1,81","0,21",,,
CCO,03/10/2018,,"8025,08","0,32","0,23",,,
CCO,02/10/2018,,"7999,55","-0,47","0,23",,,
CCO,01/10/2018,,"8037,30","-0,11","0,24",,,
CCO,28/09/2018,,"8039,40","0,58","0,25",,,
CCO,27/09/2018,,"8048,22","0,69","0,25",,,
CCO,26/09/2018,,"7990,37","-0,21","0,26",,,
CCO,25/09/2018,,"8007,47","0,18","0,26",,,
CCO,24/09/2018,,"7993,25","0,08","0,26",,,
CCO,21/09/2018,,"7986,96","-0,51","0,25",,,
CCO,20/09/2018,,"8028,23","0,98","0,25",,,
CCO,19/09/2018,,"7950,04","-0,08","0,24",,,
CCO,18/09/2018,,"7956,11","0,76","0,24",,,
CCO,17/09/2018,,"7895,79","-1,43","0,23",,,
CCO,14/09/2018,,"8010,04","-0,05","0,25",,,
CCO,13/09/2018,,"8013,71","0,75","0,25",,,
CCO,12/09/2018,,"7954,23","-0,23","0,24",,,
CCO,11/09/2018,,"7972,47","0,61","0,24",,,
CCO,10/09/2018,,"7924,16","0,27","0,24",,,
CCO,07/09/2018,,"7902,54","-0,25","0,24",,,
CCO,06/09/2018,,"7922,73","-0,91","0,24",,,
CCO,05/09/2018,,"7995,17","-1,19","0,26",,,
CCO,04/09/2018,,"8091,25","-0,23","0,27",,,
CCO,31/08/2018,,"8109,54","0,26","0,27",,,
CCO,30/08/2018,,"8088,36","-0,26","0,28",,,
CCO,29/08/2018,,"8109,69","0,99","0,29",,,
CCO,28/08/2018,,"8030,04","0,15","0,28",,,
CCO,27/08/2018,,"8017,90","0,91","0,28",,,
CCO,24/08/2018,,"7945,98","0,86","0,27",,,
CCO,23/08/2018,,"7878,46","-0,13","0,26",,,
CCO,22/08/2018,,"7889,10","0,38","0,26",,,
CCO,21/08/2018,,"7859,17","0,49","0,27",,,
CCO,20/08/2018,,"7821,01","0,06","0,26",,,
CCO,17/08/2018,,"7816,33","0,13","0,26",,,
CCO,16/08/2018,,"7806,52","0,42","0,24",,,
CCO,15/08/2018,,"7774,12","-1,23","0,23",,,
CCO,14/08/2018,,"7868,35","0,62","0,25",,,
CCO,13/08/2018,,"7819,71","-0,25","0,24",,,
CCO,10/08/2018,,"7840,98","-0,64","0,27",,,
CCO,09/08/2018,,"7891,78","0,12","0,25",,,
CCO,08/08/2018,,"7882,25","-0,02","0,24",,,
CCO,07/08/2018,,"7883,66","0,31","0,24",,,
CCO,06/08/2018,,"7859,68","0,61","0,24",,,
CCO,03/08/2018,,"7812,02","0,12","0,24",,,
CCO,02/08/2018,,"7735,69","0,83","0,22",,,
CCO,01/08/2018,,"7671,79","0,00","0,21",,,
CCO,31/07/2018,,"7671,79","0,55","0,21",,,
CCO,30/07/2018,,"7630,00","-1,39","0,21",,,
CCO,27/07/2018,,"7737,42","-1,46","0,22",,,
CCO,26/07/2018,,"7852,18","-1,01","0,23",,,
CCO,25/07/2018,,"7932,24","1,17","0,24",,,
CCO,24/07/2018,,"7840,77","-0,01","0,23",,,
CCO,23/07/2018,,"7841,87","0,28","0,23",,,
CCO,20/07/2018,,"7820,20","-0,07","0,23",,,
CCO,19/07/2018,,"7825,30","-0,37","0,23",,,
CCO,18/07/2018,,"7854,44","-0,01","0,24",,,
CCO,17/07/2018,,"7855,12","0,63","0,25",,,
CCO,16/07/2018,,"7813,18","-0,16","0,24",,,
CCO,13/07/2018,,"7825,98","0,03","0,25",,,
CCO,12/07/2018,,"7823,92","1,39","0,25",,,
CCO,11/07/2018,,"7716,61","-0,55","0,25",,,
CCO,10/07/2018,,"7759,20","0,04","0,26",,,
CCO,09/07/2018,,"7756,20","0,88","0,26",,,
CCO,06/07/2018,,"7688,39","1,34","0,27",,,
CCO,05/07/2018,,"7586,43","1,12","0,24",,,
CCO,03/07/2018,,"7502,67","-0,86","0,23",,,
CCO,02/07/2018,,"7567,69","0,76","0,24",,,
CCO,29/06/2018,,"7510,30","0,09","0,23",,,
CCO,28/06/2018,,"7503,68","0,79","0,21",,,
CCO,27/06/2018,,"7445,08","-1,54","0,22",,,
CCO,26/06/2018,,"7561,63","0,39","0,22",,,
CCO,25/06/2018,,"7532,01","-2,09","0,21",,,
CCO,22/06/2018,,"7692,82","-0,26","0,24",,,
CCO,21/06/2018,,"7712,95","-0,88","0,24",,,
CCO,20/06/2018,,"7781,51","0,72","0,26",,,
CCO,19/06/2018,,"7725,59","-0,28","0,24",,,
CCO,18/06/2018,,"7747,02","0,01","0,25",,,
CCO,15/06/2018,,"7746,38","-0,19","0,26",,,
CCO,14/06/2018,,"7761,04","0,85","0,26",,,
CCO,13/06/2018,,"7695,70","-0,10","0,24",,,
CCO,12/06/2018,,"7703,79","0,57","0,25",,,
CCO,11/06/2018,,"7659,93","0,19","0,25",,,
CCO,08/06/2018,,"7643,79","0,11","0,21",,,
CCO,07/06/2018,,"7635,07","-0,70","0,22",,,
CCO,06/06/2018,,"7689,24","0,67","0,23",,,
CCO,05/06/2018,,"7637,86","0,41","0,22",,,
CCO,04/06/2018,,"7606,46","0,69","0,21",,,
CCO,01/06/2018,,"7554,33","1,51","0,21",,,
CCO,31/05/2018,,"7442,12","-0,27","0,21",,,
CCO,25/05/2018,,"7433,85","0,13","0,20",,,
CCO,24/05/2018,,"7431,57","0,08","0,21",,,
CCO,23/05/2018,,"7425,96","0,64","0,21",,,
CCO,22/05/2018,,"7378,46","-0,21","0,21",,,
CCO,21/05/2018,,"7402,72","0,66","0,21",,,
CCO,17/05/2018,,"7382,47","-0,21","0,23",,,
CCO,11/05/2018,,"7402,88","-0,03","0,22",,,
CCO,10/05/2018,,"7404,97","0,89","0,21",,,
CCO,09/05/2018,,"7339,91","1,00","0,20",,,
CCO,08/05/2018,,"7266,90","0,02","0,20",,,
CCO,07/05/2018,,"7265,21","0,77","0,20",,,
CCO,04/05/2018,,"7209,62","1,71","0,19",,,
CCO,03/05/2018,,"7088,15","-0,18","0,17",,,
CCO,02/05/2018,,"7100,90","-0,42","0,17",,,
CCO,01/05/2018,,"7130,70","0,91","0,18",,,
CCO,30/04/2018,,"7066,27","-0,75","0,17",,,
CCO,27/04/2018,,"7119,80","0,02","0,18",,,
CCO,26/04/2018,,"7118,68","1,64","0,19",,,
CCO,25/04/2018,,"7003,74","-0,05","0,17",,,
CCO,24/04/2018,,"7007,35","-1,70","0,18",,,
CCO,23/04/2018,,"7128,60","-0,25","0,20",,,
CCO,20/04/2018,,"7146,13","-1,27","0,21",,,
CCO,19/04/2018,,"7238,06","-0,78","0,24",,,
CCO,18/04/2018,,"7295,24","0,19","0,25",,,
CCO,17/04/2018,,"7281,10","1,74","0,25",,,
CCO,16/04/2018,,"7156,28","0,70","0,23",,,
CCO,13/04/2018,,"7106,65","-0,47","0,23",,,
CCO,12/04/2018,,"7140,25","1,01","0,23",,,
CCO,11/04/2018,,"7069,03","-0,36","0,21",,,
CCO,10/04/2018,,"7094,30","2,07","0,21",,,
CCO,09/04/2018,,"6950,34","0,51","0,19",,,
CCO,06/04/2018,,"6915,11","-2,28","0,18",,,
CCO,05/04/2018,,"7076,55","0,49","0,21",,,
CCO,04/04/2018,,"7042,11","1,45","0,20",,,
CCO,03/04/2018,,"6941,28","1,04","0,18",,,
CCO,02/04/2018,,"6870,12","-2,74","0,17",,,
CCO,29/03/2018,,"7063,44","1,64","0,20",,,
CCO,28/03/2018,,"6949,23","-0,85","0,19",,,
CCO,27/03/2018,,"7008,81","-2,93","0,21",,,
CCO,26/03/2018,,"7220,54","3,26","0,24",,,
CCO,23/03/2018,,"6992,67","-2,43","0,21",,,
CCO,22/03/2018,,"7166,68","-2,43","0,24",,,
CCO,21/03/2018,,"7345,29","-0,26","0,27",,,
CCO,20/03/2018,,"7364,30","0,27","0,25",,,
CCO,19/03/2018,,"7344,24","-1,84","0,25",,,
CCO,16/03/2018,,"7481,99","0,00","0,27",,,
CCO,15/03/2018,,"7481,74","-0,20","0,27",,,
CCO,14/03/2018,,"7496,81","-0,19","0,29",,,
CCO,13/03/2018,,"7511,01","-1,02","0,28",,,
CCO,12/03/2018,,"7588,32","0,36","0,30",,,
CCO,09/03/2018,,"7560,81","1,79","0,30",,,
CCO,08/03/2018,,"7427,95","0,42","0,28",,,
CCO,07/03/2018,,"7359,09","-0,18","0,27",,,
CCO,06/03/2018,,"7372,01","0,56","0,27",,,
CCO,05/03/2018,,"7330,70","1,00","0,26",,,
CCO,02/03/2018,,"7257,87","1,08","0,24",,,
CCO,01/03/2018,,"7180,56","-1,27","0,22",,,
CCO,28/02/2018,,"7273,01","-0,77","0,25",,,
CCO,27/02/2018,,"7330,35","-1,23","0,26",,,
CCO,26/02/2018,,"7421,46","1,15","0,27",,,
CCO,23/02/2018,,"7337,39","1,77","0,26",,,
CCO,22/02/2018,,"7210,09","-0,11","0,24",,,
CCO,21/02/2018,,"7218,23","-0,22","0,24",,,
CCO,20/02/2018,,"7234,31","-0,07","0,24",,,
CCO,16/02/2018,,"7239,47","-0,23","0,25",,,
CCO,15/02/2018,,"7256,43","1,58","0,25",,,
CCO,14/02/2018,,"7143,62","1,86","0,24",,,
CCO,13/02/2018,,"7013,51","0,45","0,22",,,
CCO,12/02/2018,,"6981,96","1,56","0,22",,,
CCO,09/02/2018,,"6874,49","1,38","0,21",,,
CCO,08/02/2018,,"6777,16","-3,90","0,20",,,
CCO,07/02/2018,,"7051,98","-0,90","0,25",,,
CCO,06/02/2018,,"7115,88","2,13","0,26",,,
CCO,05/02/2018,,"6967,53","-3,78","0,24",,,
CCO,02/02/2018,,"7240,95","-1,96","0,29",,,
CCO,01/02/2018,,"7385,86","-0,35","0,31",,,
CCO,31/01/2018,,"7411,48","0,12","0,32",,,
CCO,30/01/2018,,"7402,48","-0,86","0,32",,,
CCO,29/01/2018,,"7466,51","-0,52","0,34",,,
CCO,26/01/2018,,"7505,77","1,28","0,33",,,
CCO,25/01/2018,,"7411,16","-0,05","0,32",,,
CCO,24/01/2018,,"7415,06","-0,61","0,33",,,
CCO,23/01/2018,,"7460,29","0,71","0,35",,,
CCO,22/01/2018,,"7408,03","0,98","0,34",,,
CCO,19/01/2018,,"7336,38","0,55","0,33",,,
CCO,18/01/2018,,"7296,05","-0,03","0,32",,,
CCO,17/01/2018,,"7298,28","1,03","0,32",,,
CCO,16/01/2018,,"7223,69","-0,51","0,31",,,
CCO,12/01/2018,,"7261,06","0,68","0,31",,,
CCO,11/01/2018,,"7211,78","0,81","0,30",,,
CCO,10/01/2018,,"7153,57","-0,14","0,29",,,
CCO,09/01/2018,,"7163,58","0,09","0,30",,,
CCO,08/01/2018,,"7157,39","0,29","0,30",,,
CCO,05/01/2018,,"7136,56","0,83","0,31",,,
CCO,04/01/2018,,"7077,91","0,18","0,30",,,
CCO,03/01/2018,,"7065,53","0,84","0,31",,,
CCO,02/01/2018,,"7006,90","1,50","0,30",,,
CCO,29/12/2017,,"6903,39","-0,67","0,28",,,
CCO,28/12/2017,,"6950,16","0,16","0,28",,,
CCO,27/12/2017,,"6939,34","0,04","0,27",,,
CCO,26/12/2017,,"6936,25","-0,34","0,27",,,
CCO,22/12/2017,,"6959,96","-0,08","0,28",,,
CCO,21/12/2017,,"6965,36","0,06","0,28",,,
CCO,20/12/2017,,"6960,96","-0,04","0,27",,,
CCO,19/12/2017,,"6963,85","-0,44","0,28",,,
CCO,18/12/2017,,"6994,76","0,83","0,29",,,
CCO,15/12/2017,,"6936,58","1,17","0,28",,,
CCO,15/12/2017,,"6993,49","0,82","0,29",,,
CCO,15/12/2017,,"6995,12","0,84","0,29",,,
CCO,15/12/2017,,"6997,18","0,87","0,29",,,
CCO,15/12/2017,,"7000,25","0,92","0,29",,,
CCO,15/12/2017,,"6996,74","0,87","0,29",,,
CCO,15/12/2017,,"6995,31","0,85","0,29",,,
CCO,15/12/2017,,"6995,28","0,85","0,29",,,
CCO,15/12/2017,,"6993,79","0,82","0,29",,,
CCO,15/12/2017,,"6995,76","0,85","0,29",,,
CCO,15/12/2017,,"6996,70","0,87","0,29",,,
CCO,15/12/2017,,"6997,74","0,88","0,29",,,
CCO,15/12/2017,,"6997,07","0,87","0,29",,,
CCO,15/12/2017,,"6999,22","0,90","0,29",,,
CCO,15/12/2017,,"6998,68","0,90","0,29",,,
CCO,15/12/2017,,"7002,01","0,94","0,29",,,
CCO,15/12/2017,,"6999,59","0,91","0,29",,,
CCO,15/12/2017,,"7000,75","0,93","0,29",,,
CCO,15/12/2017,,"7000,32","0,92","0,29",,,
CCO,15/12/2017,,"7000,75","0,93","0,29",,,
CCO,15/12/2017,,"6994,14","0,83","0,29",,,
CCO,15/12/2017,,"6991,09","0,79","0,29",,,
CCO,15/12/2017,,"6992,18","0,80","0,29",,,
CCO,15/12/2017,,"6987,21","0,73","0,29",,,
CCO,15/12/2017,,"6992,44","0,81","0,29",,,
CCO,15/12/2017,,"6993,04","0,81","0,29",,,
CCO,15/12/2017,,"6992,01","0,80","0,29",,,
CCO,15/12/2017,,"6993,36","0,82","0,29",,,
CCO,15/12/2017,,"6989,45","0,76","0,29",,,
CCO,15/12/2017,,"6987,13","0,73","0,29",,,
CCO,14/12/2017,,"6856,53","-0,28","0,27",,,
CCO,13/12/2017,,"6875,80","0,20","0,26",,,
CCO,12/12/2017,,"6860,67","-0,21","0,27",,,
CCO,11/12/2017,,"6875,08","0,51","0,28",,,
CCO,08/12/2017,,"6840,08","0,40","0,27",,,
CCO,07/12/2017,,"6812,84","0,54","0,27",,,
CCO,06/12/2017,,"6776,38","0,21","0,28",,,
CCO,05/12/2017,,"6762,21","-0,19","0,28",,,
CCO,04/12/2017,,"6775,37","-1,05","0,28",,,
CCO,01/12/2017,,"6847,59","-0,38","0,31",,,
CCO,30/11/2017,,"6873,97","0,73","0,30",,,
CCO,29/11/2017,,"6824,39","-1,27","0,27",,,
CCO,28/11/2017,,"6912,36","0,49","0,29",,,
CCO,27/11/2017,,"6878,52","-0,15","0,29",,,
CCO,24/11/2017,,"6889,16","0,32","0,28",,,
CCO,22/11/2017,,"6867,36","0,07","0,28",,,
CCO,21/11/2017,,"6862,48","1,06","0,28",,,
CCO,20/11/2017,,"6790,71","0,12","0,27",,,
CCO,17/11/2017,,"6782,79","-0,15","0,28",,,
CCO,16/11/2017,,"6793,29","1,30","0,29",,,
CCO,15/11/2017,,"6706,21","-0,47","0,28",,,
CCO,14/11/2017,,"6737,87","-0,29","0,30",,,
CCO,13/11/2017,,"6757,60","0,10","0,30",,,
CCO,10/11/2017,,"6750,94","0,01","0,30",,,
CCO,09/11/2017,,"6750,05","-0,58","0,29",,,
CCO,08/11/2017,,"6789,12","0,32","0,31",,,
CCO,07/11/2017,,"6767,78","-0,27","0,32",,,
CCO,06/11/2017,,"6786,44","0,33","0,32",,,
CCO,03/11/2017,,"6764,44","0,74","0,34",,,
CCO,02/11/2017,,"6714,94","-0,02","0,32",,,
CCO,01/11/2017,,"6716,53","-0,17","0,31",,,
CCO,31/10/2017,,"6727,67","0,43","0,30",,,
CCO,30/10/2017,,"6698,96","-0,03","0,30",,,
CCO,27/10/2017,,"6701,26","2,20","0,29",,,
CCO,26/10/2017,,"6556,77","-0,11","0,25",,,
CCO,25/10/2017,,"6563,89","-0,52","0,25",,,
CCO,24/10/2017,,"6598,43","0,18","0,25",,,
CCO,23/10/2017,,"6586,83","-0,64","0,25",,,
CCO,20/10/2017,,"6629,05","0,36","0,27",,,
CCO,19/10/2017,,"6605,07","-0,29","0,26",,,
CCO,18/10/2017,,"6624,22","0,01","0,27",,,
CCO,17/10/2017,,"6623,66","-0,01","0,28",,,
CCO,16/10/2017,,"6624,00","0,28","0,28",,,
CCO,13/10/2017,,"6605,80","0,22","0,27",,,
CCO,12/10/2017,,"6591,51","-0,18","0,26",,,
CCO,11/10/2017,,"6603,55","0,25","0,26",,,
CCO,10/10/2017,,"6587,25","0,11","0,24",,,
CCO,09/10/2017,,"6579,73","-0,16","0,24",,,
CCO,06/10/2017,,"6590,18","0,07","0,25",,,
CCO,05/10/2017,,"6585,36","0,78","0,24",,,
CCO,04/10/2017,,"6534,63","0,04","0,24",,,
CCO,03/10/2017,,"6531,71","0,23","0,24",,,
CCO,02/10/2017,,"6516,72","0,32","0,23",,,
CCO,29/09/2017,,"6495,96","0,66","0,24",,,
CCO,28/09/2017,,"6453,45","0,00","0,22",,,
CCO,27/09/2017,,"6453,26","1,15","0,22",,,
CCO,26/09/2017,,"6380,16","0,15","0,22",,,
CCO,25/09/2017,,"6370,59","-0,88","0,22",,,
CCO,22/09/2017,,"6426,92","0,07","0,21",,,
CCO,21/09/2017,,"6422,69","-0,52","0,22",,,
