,,REPORTE COTIZACIONES,,,,01/12/2016 - 02/12/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
MERVAL,09/02/2018,,"30143,44","-2,83","0,56",,,
MERVAL,08/02/2018,,"31021,59","-1,91","0,62",,,
MERVAL,07/02/2018,,"31626,73","0,01","0,65",,,
MERVAL,06/02/2018,,"31624,18","1,54","0,64",,,
MERVAL,05/02/2018,,"31145,60","-4,50","0,62",,,
MERVAL,02/02/2018,,"32614,77","-5,85","0,68",,,
MERVAL,01/02/2018,,"34641,37","-0,85","0,80",,,
MERVAL,31/01/2018,,"34938,64","2,04","0,83",,,
MERVAL,30/01/2018,,"34241,26","-1,57","0,82",,,
MERVAL,29/01/2018,,"34787,40","-0,96","0,85",,,
MERVAL,26/01/2018,,"35091,74","-0,14","0,83",,,
MERVAL,25/01/2018,,"35141,72","0,55","0,81",,,
MERVAL,24/01/2018,,"34948,56","3,11","0,80",,,
MERVAL,23/01/2018,,"33893,42","1,10","0,74",,,
MERVAL,22/01/2018,,"33525,47","-0,20","0,72",,,
MERVAL,19/01/2018,,"33591,70","-1,34","0,80",,,
MERVAL,18/01/2018,,"34049,35","1,34","0,80",,,
MERVAL,17/01/2018,,"33598,21","0,23","0,78",,,
MERVAL,16/01/2018,,"33521,63","-0,30","0,76",,,
MERVAL,15/01/2018,,"33592,80","2,67","0,77",,,
MERVAL,12/01/2018,,"32745,91","2,08","0,76",,,
MERVAL,11/01/2018,,"32078,22","1,41","0,74",,,
MERVAL,10/01/2018,,"31632,36","-1,58","0,68",,,
MERVAL,09/01/2018,,"32138,59","-0,66","0,74",,,
MERVAL,08/01/2018,,"32351,20","0,50","0,75",,,
MERVAL,05/01/2018,,"32190,30","0,75","0,77",,,
MERVAL,04/01/2018,,"31951,99","1,51","0,76",,,
MERVAL,03/01/2018,,"31476,26","1,26","0,76",,,
MERVAL,02/01/2018,,"31084,42","3,39","0,78",,,
MERVAL,29/12/2017,,"30065,61","0,30","0,78",,,
MERVAL,28/12/2017,,"29974,54","2,68","0,82",,,
MERVAL,27/12/2017,,"29193,48","0,03","0,78",,,
MERVAL,26/12/2017,,"29185,62","0,88","0,81",,,
MERVAL,22/12/2017,,"28931,54","1,58","0,77",,,
MERVAL,21/12/2017,,"28480,71","1,47","0,72",,,
MERVAL,20/12/2017,,"28068,96","1,31","0,75",,,
MERVAL,19/12/2017,,"27706,71","2,10","0,73",,,
MERVAL,18/12/2017,,"27137,32","0,43","0,70",,,
MERVAL,15/12/2017,,"27021,94","-0,43","0,62",,,
MERVAL,14/12/2017,,"27139,10","0,39","0,60",,,
MERVAL,13/12/2017,,"27034,57","-1,12","0,57",,,
MERVAL,12/12/2017,,"27341,58","0,13","0,60",,,
MERVAL,11/12/2017,,"27307,06","1,73","0,60",,,
MERVAL,07/12/2017,,"26852,64","1,44","0,56",,,
MERVAL,06/12/2017,,"26470,45","-0,05","0,54",,,
MERVAL,05/12/2017,,"26483,00","-1,31","0,56",,,
MERVAL,04/12/2017,,"26864,67","-0,29","0,58",,,
MERVAL,01/12/2017,,"26941,63","0,14","0,58",,,
MERVAL,30/11/2017,,"26905,26","0,01","0,54",,,
MERVAL,29/11/2017,,"26902,88","-0,03","0,58",,,
MERVAL,28/11/2017,,"26912,15","-0,78","0,58",,,
MERVAL,27/11/2017,,"27122,35","-1,25","0,59",,,
MERVAL,24/11/2017,,"27464,78","0,63","0,58",,,
MERVAL,23/11/2017,,"27293,31","-0,13","0,57",,,
MERVAL,22/11/2017,,"27327,97","0,23","0,58",,,
MERVAL,21/11/2017,,"27266,05","0,51","0,62",,,
MERVAL,17/11/2017,,"27128,50","-0,51","0,65",,,
MERVAL,16/11/2017,,"27254,08","3,58","0,65",,,
MERVAL,15/11/2017,,"26312,68","2,74","0,60",,,
MERVAL,14/11/2017,,"25611,01","-4,13","0,63",,,
MERVAL,13/11/2017,,"26714,90","-1,35","0,70",,,
MERVAL,10/11/2017,,"27080,55","-3,12","0,67",,,
MERVAL,09/11/2017,,"27951,54","-0,46","0,64",,,
MERVAL,08/11/2017,,"28081,57","-0,14","0,64",,,
MERVAL,07/11/2017,,"28120,22","0,51","0,63",,,
MERVAL,03/11/2017,,"27978,33","0,12","0,68",,,
MERVAL,02/11/2017,,"27944,45","-0,13","0,66",,,
MERVAL,01/11/2017,,"27979,83","0,16","0,64",,,
MERVAL,31/10/2017,,"27935,28","1,93","0,59",,,
MERVAL,30/10/2017,,"27405,83","-0,27","0,56",,,
MERVAL,27/10/2017,,"27479,39","-1,26","0,52",,,
MERVAL,26/10/2017,,"27825,86","-0,19","0,53",,,
MERVAL,25/10/2017,,"27878,24","-0,47","0,52",,,
MERVAL,24/10/2017,,"28009,54","0,82","0,52",,,
MERVAL,23/10/2017,,"27782,60","2,98","0,51",,,
MERVAL,20/10/2017,,"26978,98","0,65","0,49",,,
MERVAL,19/10/2017,,"26804,55","2,26","0,48",,,
MERVAL,18/10/2017,,"26213,15","-1,54","0,47",,,
MERVAL,17/10/2017,,"26622,44","-1,91","0,51",,,
MERVAL,13/10/2017,,"27140,80","0,30","0,58",,,
MERVAL,12/10/2017,,"27059,52","0,63","0,57",,,
MERVAL,11/10/2017,,"26889,79","-0,77","0,57",,,
MERVAL,10/10/2017,,"27097,26","1,24","0,58",,,
MERVAL,09/10/2017,,"26765,96","-0,12","0,56",,,
MERVAL,06/10/2017,,"26797,79","-0,81","0,56",,,
MERVAL,05/10/2017,,"27017,81","2,04","0,58",,,
MERVAL,04/10/2017,,"26476,77","-0,74","0,57",,,
MERVAL,03/10/2017,,"26672,97","1,22","0,58",,,
MERVAL,02/10/2017,,"26350,75","1,04","0,56",,,
MERVAL,29/09/2017,,"26078,29","1,88","0,56",,,
MERVAL,28/09/2017,,"25597,01","1,29","0,53",,,
MERVAL,27/09/2017,,"25271,19","0,42","0,55",,,
MERVAL,26/09/2017,,"25166,21","0,48","0,54",,,
MERVAL,25/09/2017,,"25047,18","0,21","0,53",,,
MERVAL,22/09/2017,,"24994,48","1,69","0,50",,,
MERVAL,21/09/2017,,"24578,70","1,00","0,51",,,
MERVAL,20/09/2017,,"24334,82","0,50","0,52",,,
MERVAL,19/09/2017,,"24214,62","1,26","0,52",,,
MERVAL,18/09/2017,,"23913,92","0,84","0,50",,,
MERVAL,15/09/2017,,"23715,54","0,06","0,50",,,
MERVAL,14/09/2017,,"23701,71","-0,57","0,52",,,
MERVAL,13/09/2017,,"23836,58","1,31","0,54",,,
MERVAL,12/09/2017,,"23529,22","-2,23","0,47",,,
MERVAL,11/09/2017,,"24066,49","0,20","0,50",,,
MERVAL,08/09/2017,,"24018,13","-0,96","0,46",,,
MERVAL,07/09/2017,,"24250,25","0,35","0,49",,,
MERVAL,06/09/2017,,"24160,57","0,56","0,48",,,
MERVAL,05/09/2017,,"24025,94","1,34","0,50",,,
MERVAL,04/09/2017,,"23707,77","0,21","0,48",,,
MERVAL,01/09/2017,,"23657,64","0,29","0,50",,,
MERVAL,31/08/2017,,"23588,98","0,41","0,51",,,
MERVAL,30/08/2017,,"23491,81","0,21","0,48",,,
MERVAL,29/08/2017,,"23443,59","-0,16","0,46",,,
MERVAL,28/08/2017,,"23482,05","-0,08","0,46",,,
MERVAL,25/08/2017,,"23526,03","0,57","0,48",,,
MERVAL,24/08/2017,,"23392,50","0,56","0,48",,,
MERVAL,23/08/2017,,"23262,38","1,58","0,47",,,
MERVAL,22/08/2017,,"22900,18","-0,29","0,48",,,
MERVAL,18/08/2017,,"22967,35","1,07","0,48",,,
MERVAL,17/08/2017,,"22724,48","-0,71","0,48",,,
MERVAL,16/08/2017,,"22887,94","0,82","0,50",,,
MERVAL,15/08/2017,,"22702,38","0,72","0,49",,,
MERVAL,14/08/2017,,"22554,09","4,26","0,48",,,
MERVAL,11/08/2017,,"21632,98","2,37","0,41",,,
MERVAL,10/08/2017,,"21132,97","0,99","0,38",,,
MERVAL,09/08/2017,,"20924,99","-1,56","0,35",,,
MERVAL,08/08/2017,,"21255,71","-1,04","0,38",,,
MERVAL,07/08/2017,,"21478,44","-1,04","0,40",,,
MERVAL,04/08/2017,,"21703,90","-0,35","0,40",,,
MERVAL,03/08/2017,,"21779,54","-0,09","0,41",,,
MERVAL,02/08/2017,,"21798,64","1,28","0,45",,,
MERVAL,01/08/2017,,"21522,30","-0,28","0,39",,,
MERVAL,31/07/2017,,"21582,40","-0,49","0,40",,,
MERVAL,28/07/2017,,"21689,22","1,86","0,40",,,
MERVAL,27/07/2017,,"21294,02","0,43","0,36",,,
MERVAL,26/07/2017,,"21202,91","-0,19","0,35",,,
MERVAL,25/07/2017,,"21243,25","-0,31","0,35",,,
MERVAL,24/07/2017,,"21310,37","-0,88","0,36",,,
MERVAL,21/07/2017,,"21498,58","0,16","0,36",,,
MERVAL,20/07/2017,,"21465,20","0,07","0,35",,,
MERVAL,19/07/2017,,"21450,40","1,92","0,36",,,
MERVAL,18/07/2017,,"21046,43","-1,17","0,32",,,
MERVAL,17/07/2017,,"21296,50","-2,67","0,33",,,
MERVAL,14/07/2017,,"21880,16","-0,44","0,42",,,
MERVAL,13/07/2017,,"21976,37","-1,13","0,45",,,
MERVAL,12/07/2017,,"22262,64","0,61","0,48",,,
MERVAL,11/07/2017,,"22127,33","0,78","0,48",,,
MERVAL,10/07/2017,,"21956,55","-0,32","0,47",,,
MERVAL,07/07/2017,,"22027,84","-0,88","0,50",,,
MERVAL,06/07/2017,,"22223,00","-0,94","0,51",,,
MERVAL,05/07/2017,,"22415,77","0,13","0,51",,,
MERVAL,04/07/2017,,"22385,79","0,76","0,47",,,
MERVAL,03/07/2017,,"22217,01","1,59","0,46",,,
MERVAL,30/06/2017,,"21912,63","2,11","0,49",,,
MERVAL,29/06/2017,,"21460,77","0,31","0,47",,,
MERVAL,28/06/2017,,"21394,31","0,78","0,51",,,
MERVAL,27/06/2017,,"21226,89","-0,32","0,54",,,
MERVAL,26/06/2017,,"21297,04","1,09","0,55",,,
MERVAL,23/06/2017,,"21066,14","0,32","0,48",,,
MERVAL,22/06/2017,,"20996,86","1,85","0,53",,,
MERVAL,21/06/2017,,"20614,35","-4,81","0,51",,,
MERVAL,19/06/2017,,"21657,19","1,71","0,58",,,
MERVAL,16/06/2017,,"21291,38","1,34","0,63",,,
MERVAL,15/06/2017,,"21009,41","-0,79","0,60",,,
MERVAL,14/06/2017,,"21178,35","-1,01","0,62",,,
MERVAL,13/06/2017,,"21394,92","1,18","0,62",,,
MERVAL,12/06/2017,,"21145,05","-2,17","0,61",,,
MERVAL,09/06/2017,,"21614,25","-1,43","0,60",,,
MERVAL,08/06/2017,,"21928,76","-1,30","0,61",,,
MERVAL,07/06/2017,,"22218,66","-0,61","0,68",,,
MERVAL,06/06/2017,,"22355,60","-0,39","0,74",,,
MERVAL,05/06/2017,,"22443,60","-0,33","0,75",,,
MERVAL,02/06/2017,,"22518,99","0,00","0,77",,,
MERVAL,01/06/2017,,"22518,66","0,76","0,78",,,
MERVAL,31/05/2017,,"22348,61","0,17","0,76",,,
MERVAL,30/05/2017,,"22310,58","-0,16","0,75",,,
MERVAL,29/05/2017,,"22347,43","0,92","0,75",,,
MERVAL,26/05/2017,,"22141,71","2,10","0,74",,,
MERVAL,24/05/2017,,"21684,59","0,76","0,75",,,
MERVAL,23/05/2017,,"21520,66","0,09","0,73",,,
MERVAL,22/05/2017,,"21500,84","-0,52","0,72",,,
MERVAL,19/05/2017,,"21614,87","2,76","0,71",,,
MERVAL,18/05/2017,,"21033,96","-2,95","0,64",,,
MERVAL,17/05/2017,,"21674,24","-0,72","0,66",,,
MERVAL,16/05/2017,,"21833,61","0,81","0,65",,,
MERVAL,15/05/2017,,"21656,60","0,71","0,64",,,
MERVAL,12/05/2017,,"21502,41","0,35","0,61",,,
MERVAL,11/05/2017,,"21426,58","-0,38","0,58",,,
MERVAL,10/05/2017,,"21510,00","1,74","0,60",,,
MERVAL,09/05/2017,,"21140,16","0,30","0,59",,,
MERVAL,08/05/2017,,"21076,71","-0,43","0,59",,,
MERVAL,05/05/2017,,"21169,68","0,87","0,59",,,
MERVAL,04/05/2017,,"20985,52","-1,06","0,59",,,
MERVAL,03/05/2017,,"21212,03","0,25","0,61",,,
MERVAL,02/05/2017,,"21157,45","0,65","0,56",,,
MERVAL,28/04/2017,,"21019,91","0,62","0,53",,,
MERVAL,27/04/2017,,"20889,45","-0,65","0,52",,,
MERVAL,26/04/2017,,"21027,67","-0,80","0,54",,,
MERVAL,25/04/2017,,"21198,87","0,13","0,59",,,
MERVAL,24/04/2017,,"21169,87","1,93","0,58",,,
MERVAL,21/04/2017,,"20768,98","0,48","0,49",,,
MERVAL,20/04/2017,,"20668,71","0,75","0,49",,,
MERVAL,19/04/2017,,"20513,17","-0,75","0,48",,,
MERVAL,18/04/2017,,"20669,72","-0,37","0,56",,,
MERVAL,17/04/2017,,"20748,13","-0,30","0,57",,,
MERVAL,12/04/2017,,"20812,17","-0,86","0,64",,,
MERVAL,11/04/2017,,"20994,80","0,32","0,72",,,
MERVAL,10/04/2017,,"20926,18","0,95","0,72",,,
MERVAL,07/04/2017,,"20727,56","-0,40","0,75",,,
MERVAL,06/04/2017,,"20812,82","0,62","0,70",,,
MERVAL,05/04/2017,,"20683,02","-0,72","0,66",,,
MERVAL,04/04/2017,,"20834,74","1,32","0,63",,,
MERVAL,03/04/2017,,"20561,90","1,46","0,61",,,
MERVAL,31/03/2017,,"20265,32","0,08","0,56",,,
MERVAL,30/03/2017,,"20248,42","0,22","0,57",,,
MERVAL,29/03/2017,,"20203,27","0,90","0,56",,,
MERVAL,28/03/2017,,"20022,42","1,11","0,56",,,
MERVAL,27/03/2017,,"19801,71","0,49","0,54",,,
MERVAL,23/03/2017,,"19705,10","0,19","0,58",,,
MERVAL,22/03/2017,,"19666,59","0,67","0,52",,,
MERVAL,21/03/2017,,"19535,20","-1,30","0,51",,,
MERVAL,20/03/2017,,"19793,52","1,84","0,53",,,
MERVAL,17/03/2017,,"19434,00","-0,85","0,50",,,
MERVAL,16/03/2017,,"19601,29","1,20","0,56",,,
MERVAL,15/03/2017,,"19368,39","1,60","0,60",,,
MERVAL,14/03/2017,,"19062,24","-0,65","0,52",,,
MERVAL,13/03/2017,,"19188,25","1,54","0,53",,,
MERVAL,10/03/2017,,"18895,91","0,58","0,44",,,
MERVAL,09/03/2017,,"18785,49","-2,32","0,42",,,
MERVAL,08/03/2017,,"19232,61","-0,08","0,44",,,
MERVAL,07/03/2017,,"19248,16","0,26","0,46",,,
MERVAL,06/03/2017,,"19197,34","-0,35","0,45",,,
MERVAL,03/03/2017,,"19265,45","1,57","0,45",,,
MERVAL,02/03/2017,,"18966,51","-2,02","0,44",,,
MERVAL,01/03/2017,,"19358,97","1,26","0,46",,,
MERVAL,24/02/2017,,"19117,45","-2,15","0,48",,,
MERVAL,23/02/2017,,"19538,09","-1,89","0,55",,,
MERVAL,22/02/2017,,"19915,25","-0,78","0,59",,,
MERVAL,21/02/2017,,"20072,92","0,17","0,60",,,
MERVAL,20/02/2017,,"20038,39","1,81","0,60",,,
MERVAL,17/02/2017,,"19681,34","0,60","0,64",,,
MERVAL,16/02/2017,,"19563,21","-0,47","0,62",,,
MERVAL,15/02/2017,,"19657,07","0,25","0,70",,,
MERVAL,14/02/2017,,"19606,38","0,50","0,71",,,
MERVAL,13/02/2017,,"19507,54","0,02","0,70",,,
MERVAL,10/02/2017,,"19502,93","1,03","0,77",,,
MERVAL,09/02/2017,,"19302,25","0,80","0,70",,,
MERVAL,08/02/2017,,"19147,92","-0,24","0,69",,,
MERVAL,07/02/2017,,"19194,32","-0,28","0,69",,,
MERVAL,06/02/2017,,"19248,66","0,25","0,70",,,
MERVAL,03/02/2017,,"19200,50","-0,90","0,68",,,
MERVAL,02/02/2017,,"19374,99","0,90","0,74",,,
MERVAL,01/02/2017,,"19200,76","0,72","0,73",,,
MERVAL,31/01/2017,,"19062,59","1,51","0,70",,,
MERVAL,30/01/2017,,"18777,50","-2,28","0,67",,,
MERVAL,27/01/2017,,"19215,78","0,18","0,77",,,
MERVAL,26/01/2017,,"19180,40","-1,16","0,78",,,
MERVAL,25/01/2017,,"19406,63","0,20","0,85",,,
MERVAL,24/01/2017,,"19366,94","-0,53","0,86",,,
MERVAL,23/01/2017,,"19460,84","2,21","0,87",,,
MERVAL,20/01/2017,,"19039,49","2,17","0,94",,,
MERVAL,19/01/2017,,"18633,46","-1,25","0,98",,,
MERVAL,18/01/2017,,"18870,09","-0,02","0,93",,,
MERVAL,17/01/2017,,"18875,55","-0,64","0,94",,,
MERVAL,16/01/2017,,"18997,45","0,59","0,95",,,
MERVAL,13/01/2017,,"18885,09","1,58","0,77",,,
MERVAL,12/01/2017,,"18591,28","0,66","0,80",,,
MERVAL,11/01/2017,,"18467,76","-1,68","0,73",,,
MERVAL,10/01/2017,,"18783,32","1,47","0,72",,,
MERVAL,09/01/2017,,"18509,93","1,23","0,69",,,
MERVAL,06/01/2017,,"18284,28","0,33","0,61",,,
MERVAL,05/01/2017,,"18222,70","0,43","0,60",,,
MERVAL,04/01/2017,,"18143,10","1,29","0,57",,,
MERVAL,03/01/2017,,"17911,22","2,32","0,56",,,
MERVAL,02/01/2017,,"17504,82","3,46","0,52",,,
MERVAL,29/12/2016,,"16917,86","2,48","0,45",,,
MERVAL,28/12/2016,,"16508,26","0,74","0,40",,,
MERVAL,27/12/2016,,"16386,74","1,69","0,40",,,
MERVAL,26/12/2016,,"16113,26","-1,47","0,38",,,
MERVAL,23/12/2016,,"16354,52","-0,14","0,40",,,
MERVAL,22/12/2016,,"16378,45","-1,25","0,36",,,
MERVAL,21/12/2016,,"16587,29","3,25","0,45",,,
MERVAL,20/12/2016,,"16064,06","0,42","0,45",,,
MERVAL,19/12/2016,,"15996,13","-3,42","0,44",,,
MERVAL,16/12/2016,,"16563,50","-1,04","0,39",,,
MERVAL,15/12/2016,,"16738,59","-1,06","0,39",,,
MERVAL,14/12/2016,,"16918,41","-1,62","0,38",,,
MERVAL,13/12/2016,,"17197,47","0,23","0,39",,,
MERVAL,12/12/2016,,"17103,49","-0,54","0,39",,,
MERVAL,07/12/2016,,"17196,77","-0,22","0,29",,,
MERVAL,06/12/2016,,"17235,21","1,38","0,30",,,
MERVAL,05/12/2016,,"16999,02","0,30","0,28",,,
MERVAL,02/12/2016,,"16947,76","-0,55","0,31",,,
MERVAL,01/12/2016,,"17041,98","-2,29","0,34",,,
NDX,02/12/2019,,"8309,26","-1,12","0,00",,,
NDX,29/11/2019,,"8403,68","-0,49","0,22",,,
NDX,29/11/2019,,"8403,68","0,00","0,00",,,
NDX,27/11/2019,,"8444,71","0,70","0,27",,,
NDX,26/11/2019,,"8385,75","0,17","0,26",,,
NDX,25/11/2019,,"8371,93","1,21","0,26",,,
NDX,22/11/2019,,"8272,05","0,08","0,27",,,
NDX,22/11/2019,,"8272,05","0,00","0,00",,,
NDX,21/11/2019,,"8265,62","-0,22","0,26",,,
NDX,20/11/2019,,"8283,75","-0,66","0,27",,,
NDX,19/11/2019,,"8338,74","0,12","0,26",,,
NDX,18/11/2019,,"8328,48","0,16","0,26",,,
NDX,15/11/2019,,"8315,52","0,70","0,21",,,
NDX,15/11/2019,,"8315,52","0,00","0,00",,,
NDX,14/11/2019,,"8257,83","-0,02","0,22",,,
NDX,13/11/2019,,"8259,81","-0,05","0,21",,,
NDX,12/11/2019,,"8263,79","0,27","0,22",,,
NDX,11/11/2019,,"8241,91","-0,17","0,21",,,
NDX,08/11/2019,,"8255,89","0,44","0,16",,,
NDX,08/11/2019,,"8255,89","0,00","0,00",,,
NDX,07/11/2019,,"8219,65","0,29","0,15",,,
NDX,06/11/2019,,"8196,03","-0,17","0,18",,,
NDX,05/11/2019,,"8210,17","-0,01","0,19",,,
NDX,04/11/2019,,"8210,66","0,60","0,19",,,
NDX,01/11/2019,,"8161,17","0,96","0,16",,,
NDX,01/11/2019,,"8161,17","0,00","0,00",,,
NDX,01/11/2019,,"8210,66","0,61","0,19",,,
NDX,01/11/2019,,"8216,51","0,68","0,19",,,
NDX,01/11/2019,,"8209,33","0,59","0,19",,,
NDX,01/11/2019,,"8207,82","0,57","0,19",,,
NDX,01/11/2019,,"8210,24","0,60","0,19",,,
NDX,01/11/2019,,"8209,64","0,59","0,19",,,
NDX,01/11/2019,,"8215,48","0,67","0,19",,,
NDX,01/11/2019,,"8220,49","0,73","0,19",,,
NDX,01/11/2019,,"8222,33","0,75","0,19",,,
NDX,01/11/2019,,"8218,80","0,71","0,19",,,
NDX,01/11/2019,,"8215,58","0,67","0,19",,,
NDX,01/11/2019,,"8213,06","0,64","0,19",,,
NDX,01/11/2019,,"8216,42","0,68","0,19",,,
NDX,01/11/2019,,"8217,96","0,70","0,19",,,
NDX,01/11/2019,,"8215,82","0,67","0,19",,,
NDX,01/11/2019,,"8215,84","0,67","0,19",,,
NDX,01/11/2019,,"8211,14","0,61","0,19",,,
NDX,01/11/2019,,"8209,47","0,59","0,19",,,
NDX,01/11/2019,,"8210,66","0,61","0,19",,,
NDX,01/11/2019,,"8206,27","0,55","0,19",,,
NDX,01/11/2019,,"8205,10","0,54","0,19",,,
NDX,01/11/2019,,"8205,98","0,55","0,19",,,
NDX,01/11/2019,,"8206,63","0,56","0,19",,,
NDX,01/11/2019,,"8199,49","0,47","0,19",,,
NDX,01/11/2019,,"8205,43","0,54","0,19",,,
NDX,01/11/2019,,"8200,29","0,48","0,19",,,
NDX,01/11/2019,,"8203,67","0,52","0,19",,,
NDX,01/11/2019,,"8207,66","0,57","0,19",,,
NDX,01/11/2019,,"8210,32","0,60","0,19",,,
NDX,01/11/2019,,"8204,13","0,53","0,19",,,
NDX,01/11/2019,,"8205,46","0,54","0,19",,,
NDX,01/11/2019,,"8209,44","0,59","0,19",,,
NDX,01/11/2019,,"8218,41","0,70","0,19",,,
NDX,01/11/2019,,"8209,63","0,59","0,19",,,
NDX,01/11/2019,,"8206,35","0,55","0,19",,,
NDX,01/11/2019,,"8214,81","0,66","0,19",,,
NDX,01/11/2019,,"8221,61","0,74","0,19",,,
NDX,01/11/2019,,"8221,39","0,74","0,19",,,
NDX,31/10/2019,,"8083,83","0,01","0,17",,,
NDX,30/10/2019,,"8083,11","0,44","0,19",,,
NDX,29/10/2019,,"8047,51","-0,78","0,20",,,
NDX,28/10/2019,,"8110,67","1,01","0,21",,,
NDX,25/10/2019,,"8029,22","0,78","0,15",,,
NDX,25/10/2019,,"8029,22","0,00","0,00",,,
NDX,24/10/2019,,"7966,72","0,98","0,18",,,
NDX,23/10/2019,,"7889,47","0,19","0,11",,,
NDX,22/10/2019,,"7874,62","-0,83","0,11",,,
NDX,21/10/2019,,"7940,33","0,91","0,12",,,
NDX,18/10/2019,,"7868,49","-0,93","0,11",,,
NDX,18/10/2019,,"7868,49","0,00","0,00",,,
NDX,17/10/2019,,"7942,14","0,28","0,10",,,
NDX,16/10/2019,,"7920,21","-0,28","0,09",,,
NDX,15/10/2019,,"7942,85","1,28","0,13",,,
NDX,14/10/2019,,"7842,33","-0,02","0,11",,,
NDX,11/10/2019,,"7843,88","1,34","0,13",,,
NDX,11/10/2019,,"7843,88","0,00","0,00",,,
NDX,10/10/2019,,"7740,36","0,65","0,10",,,
NDX,09/10/2019,,"7690,53","1,13","0,05",,,
NDX,08/10/2019,,"7604,27","-1,56","0,04",,,
NDX,07/10/2019,,"7725,13","-0,37","0,06",,,
NDX,04/10/2019,,"7754,10","1,51","0,04",,,
NDX,04/10/2019,,"7754,10","0,00","0,00",,,
NDX,03/10/2019,,"7638,40","1,16","0,01",,,
NDX,02/10/2019,,"7550,79","-1,74","-0,01",,,
NDX,01/10/2019,,"7684,14","-0,84","0,01",,,
NDX,30/09/2019,,"7749,45","0,88","0,02",,,
NDX,27/09/2019,,"7681,58","0,00","0,00",,,
NDX,27/09/2019,,"7681,58","-1,16","0,01",,,
NDX,26/09/2019,,"7771,99","-0,40","0,03",,,
NDX,25/09/2019,,"7803,54","1,21","0,04",,,
NDX,24/09/2019,,"7710,04","-1,39","0,03",,,
NDX,23/09/2019,,"7818,61","-0,06","0,04",,,
NDX,20/09/2019,,"7823,55","-0,99","0,04",,,
NDX,20/09/2019,,"7823,55","0,00","0,00",,,
NDX,19/09/2019,,"7901,79","0,17","0,06",,,
NDX,18/09/2019,,"7888,56","-0,00","0,06",,,
NDX,17/09/2019,,"7888,79","0,46","0,07",,,
NDX,16/09/2019,,"7852,41","-0,51","0,06",,,
NDX,13/09/2019,,"7892,96","-0,31","0,05",,,
NDX,13/09/2019,,"7892,96","0,00","0,00",,,
NDX,12/09/2019,,"7917,34","0,38","0,06",,,
NDX,11/09/2019,,"7887,58","0,93","0,06",,,
NDX,10/09/2019,,"7814,74","-0,23","0,05",,,
NDX,09/09/2019,,"7832,40","-0,26","0,06",,,
NDX,06/09/2019,,"7852,54","-0,13","0,06",,,
NDX,06/09/2019,,"7852,54","0,00","0,00",,,
NDX,05/09/2019,,"7862,54","1,86","0,05",,,
NDX,04/09/2019,,"7719,25","1,44","0,02",,,
NDX,03/09/2019,,"7609,51","-1,06","0,00",,,
NDX,30/08/2019,,"7691,00","-0,15","0,01",,,
NDX,30/08/2019,,"7691,00","0,00","0,00",,,
NDX,29/08/2019,,"7702,31","1,51","0,01",,,
NDX,28/08/2019,,"7587,90","0,29","0,01",,,
NDX,27/08/2019,,"7566,03","-0,12","0,01",,,
NDX,26/08/2019,,"7575,02","1,47","0,01",,,
NDX,23/08/2019,,"7465,00","-3,15","0,01",,,
NDX,23/08/2019,,"7465,00","0,00","0,00",,,
NDX,22/08/2019,,"7707,43","-0,33","0,04",,,
NDX,21/08/2019,,"7733,22","0,90","0,05",,,
NDX,20/08/2019,,"7664,47","-0,71","0,04",,,
NDX,19/08/2019,,"7719,32","1,52","0,05",,,
NDX,16/08/2019,,"7604,11","1,59","0,04",,,
NDX,16/08/2019,,"7604,11","0,00","0,00",,,
NDX,15/08/2019,,"7484,89","-0,07","0,02",,,
NDX,14/08/2019,,"7490,13","-3,08","0,01",,,
NDX,13/08/2019,,"7728,15","2,20","0,05",,,
NDX,12/08/2019,,"7561,68","0,00","0,00",,,
NDX,09/08/2019,,"7646,27","-1,02","0,03",,,
NDX,09/08/2019,,"7646,27","0,00","0,00",,,
NDX,08/08/2019,,"7724,83","2,29","0,04",,,
NDX,07/08/2019,,"7551,90","0,41","0,02",,,
NDX,06/08/2019,,"7521,32","1,42","0,02",,,
NDX,05/08/2019,,"7415,69","-3,60","0,00",,,
NDX,02/08/2019,,"7692,80","-1,39","0,05",,,
NDX,02/08/2019,,"7692,80","0,00","0,00",,,
NDX,01/08/2019,,"7801,15","-0,61","0,08",,,
NDX,31/07/2019,,"7848,78","-1,30","0,09",,,
NDX,30/07/2019,,"7952,47","-0,46","0,11",,,
NDX,29/07/2019,,"7989,08","-0,35","0,12",,,
NDX,26/07/2019,,"8016,95","1,10","0,09",,,
NDX,26/07/2019,,"8016,95","0,00","0,00",,,
NDX,25/07/2019,,"7929,87","-1,01","0,06",,,
NDX,24/07/2019,,"8010,60","0,70","0,09",,,
NDX,23/07/2019,,"7954,56","0,63","0,08",,,
NDX,22/07/2019,,"7905,12","0,90","0,08",,,
NDX,19/07/2019,,"7834,90","-0,88","0,07",,,
NDX,19/07/2019,,"7834,90","0,00","0,00",,,
NDX,18/07/2019,,"7904,13","0,19","0,07",,,
NDX,17/07/2019,,"7888,76","-0,48","0,07",,,
NDX,16/07/2019,,"7927,08","-0,50","0,08",,,
NDX,15/07/2019,,"7966,93","0,30","0,09",,,
NDX,12/07/2019,,"7943,24","0,59","0,08",,,
NDX,12/07/2019,,"7943,24","0,00","0,00",,,
