,,REPORTE COTIZACIONES,,,,27/11/2016 - 28/11/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
BRL,10/07/2018,,"3,82","0,06",,,,
BRL,09/07/2018,,"3,87","0,23",,,,
BRL,06/07/2018,,"3,86","0,01",,,,
BRL,05/07/2018,,"3,93","0,00",,,,
BRL,04/07/2018,,"3,91","-0,02",,,,
BRL,03/07/2018,,"3,90","0,04",,,,
BRL,02/07/2018,,"3,91","0,06",,,,
BRL,29/06/2018,,"3,88","0,00",,,,
BRL,28/06/2018,,"3,86","-0,03",,,,
BRL,27/06/2018,,"3,86","-0,04",,,,
BRL,26/06/2018,,"3,80","-0,10",,,,
BRL,25/06/2018,,"3,78","0,00",,,,
BRL,22/06/2018,,"3,78","-0,01",,,,
BRL,21/06/2018,,"3,77","-0,10",,,,
BRL,20/06/2018,,"3,77","-0,01",,,,
BRL,19/06/2018,,"3,75","0,03",,,,
BRL,18/06/2018,,"3,75","0,04",,,,
BRL,15/06/2018,,"3,73","0,02",,,,
BRL,14/06/2018,,"3,81","0,00",,,,
BRL,13/06/2018,,"3,72","0,02",,,,
BRL,12/06/2018,,"3,72","-0,03",,,,
BRL,11/06/2018,,"3,71","0,04",,,,
BRL,08/06/2018,,"3,71","0,00",,,,
BRL,07/06/2018,,"3,90","-0,11",,,,
BRL,06/06/2018,,"3,85","-0,03",,,,
BRL,05/06/2018,,"3,81","0,00",,,,
BRL,04/06/2018,,"3,75","-0,01",,,,
BRL,01/06/2018,,"3,76","0,01",,,,
BRL,31/05/2018,,"3,72","-0,04",,,,
BRL,30/05/2018,,"3,72","-0,02",,,,
BRL,29/05/2018,,"3,73","0,01",,,,
BRL,28/05/2018,,"3,74","0,04",,,,
BRL,25/05/2018,,"3,65","-0,01",,,,
BRL,24/05/2018,,"3,65","0,00",,,,
BRL,17/05/2018,,"3,70","0,66",,,,
BRL,16/05/2018,,"3,68","0,02",,,,
BRL,15/05/2018,,"3,65","0,00",,,,
BRL,14/05/2018,,"3,62","0,02",,,,
BRL,13/05/2018,,"3,60","-0,03",,,,
BRL,11/05/2018,,"3,60","0,05",,,,
BRL,10/05/2018,,"3,55","0,03",,,,
BRL,09/05/2018,,"3,59","-0,01",,,,
BRL,08/05/2018,,"3,56","0,00",,,,
BRL,07/05/2018,,"3,55","-0,05",,,,
BRL,04/05/2018,,"3,53","0,03",,,,
BRL,03/05/2018,,"3,53","0,02",,,,
BRL,02/05/2018,,"3,55","-0,01",,,,
BRL,01/05/2018,,"3,51","0,01",,,,
BRL,30/04/2018,,"3,51","0,02",,,,
BRL,29/04/2018,,"3,46","0,01",,,,
BRL,27/04/2018,,"3,46","0,00",,,,
BRL,26/04/2018,,"3,48","0,03",,,,
BRL,25/04/2018,,"3,48","-0,01",,,,
BRL,24/04/2018,,"3,47","0,06",,,,
BRL,23/04/2018,,"3,45","0,00",,,,
BRL,20/04/2018,,"3,41","0,01",,,,
BRL,19/04/2018,,"3,38","-0,10",,,,
BRL,18/04/2018,,"3,38","0,01",,,,
BRL,17/04/2018,,"3,41","0,05",,,,
BRL,16/04/2018,,"3,42","0,00",,,,
BRL,15/04/2018,,"3,42","0,08",,,,
BRL,13/04/2018,,"3,42","0,01",,,,
BRL,12/04/2018,,"3,41","0,00",,,,
BRL,11/04/2018,,"3,37","0,03",,,,
BRL,10/04/2018,,"3,41","0,01",,,,
BRL,09/04/2018,,"3,42","0,11",,,,
BRL,08/04/2018,,"3,37","-0,01",,,,
BRL,06/04/2018,,"3,37","-0,03",,,,
BRL,05/04/2018,,"3,34","0,02",,,,
BRL,04/04/2018,,"3,33","0,00",,,,
BRL,03/04/2018,,"3,34","-0,01",,,,
BRL,02/04/2018,,"3,31","0,02",,,,
BRL,30/03/2018,,"3,30","-0,02",,,,
BRL,29/03/2018,,"3,30","-0,03",,,,
BRL,28/03/2018,,"3,32","0,03",,,,
BRL,27/03/2018,,"3,33","-0,05",,,,
BRL,26/03/2018,,"3,31","0,01",,,,
BRL,25/03/2018,,"3,31","0,04",,,,
BRL,23/03/2018,,"3,31","0,00",,,,
BRL,22/03/2018,,"3,32","0,01",,,,
BRL,21/03/2018,,"3,27","0,07",,,,
BRL,20/03/2018,,"3,31","0,02",,,,
BRL,19/03/2018,,"3,29","0,00",,,,
BRL,18/03/2018,,"3,28","-0,08",,,,
BRL,16/03/2018,,"3,28","-0,01",,,,
BRL,15/03/2018,,"3,29","0,02",,,,
BRL,14/03/2018,,"3,26","0,00",,,,
BRL,13/03/2018,,"3,26","-0,01",,,,
BRL,12/03/2018,,"3,26","0,01",,,,
BRL,11/03/2018,,"3,25","0,00",,,,
BRL,09/03/2018,,"3,26","0,08",,,,
BRL,08/03/2018,,"3,27","0,03",,,,
BRL,07/03/2018,,"3,24","-0,02",,,,
BRL,06/03/2018,,"3,21","-0,06",,,,
BRL,05/03/2018,,"3,24","0,00",,,,
BRL,04/03/2018,,"3,25","0,00",,,,
BRL,02/03/2018,,"3,25","-0,01",,,,
BRL,01/03/2018,,"3,25","0,00",,,,
BRL,28/02/2018,,"3,25","0,00",,,,
BRL,27/02/2018,,"3,25","0,00",,,,
BRL,26/02/2018,,"3,22","-0,04",,,,
BRL,25/02/2018,,"3,24","0,00",,,,
BRL,23/02/2018,,"3,24","-0,38",,,,
BRL,22/02/2018,,"3,25","0,00",,,,
BRL,21/02/2018,,"3,27","0,00",,,,
BRL,20/02/2018,,"3,26","0,66",,,,
BRL,19/02/2018,,"3,23","0,09",,,,
BRL,16/02/2018,,"3,23","0,11",,,,
BRL,15/02/2018,,"3,23","0,32",,,,
BRL,14/02/2018,,"3,22","-2,35",,,,
BRL,13/02/2018,,"3,29","-0,01",,,,
BRL,12/02/2018,,"3,29","0,03",,,,
BRL,11/02/2018,,"3,29","0,03",,,,
BRL,09/02/2018,,"3,29","0,25",,,,
BRL,08/02/2018,,"3,29","0,44",,,,
BRL,07/02/2018,,"3,27","1,13",,,,
BRL,06/02/2018,,"3,23","-0,85",,,,
BRL,05/02/2018,,"3,26","1,38",,,,
BRL,04/02/2018,,"3,22","0,00",,,,
BRL,02/02/2018,,"3,22","1,62",,,,
BRL,01/02/2018,,"3,17","-0,60",,,,
BRL,31/01/2018,,"3,19","0,15",,,,
BRL,30/01/2018,,"3,18","0,83",,,,
BRL,29/01/2018,,"3,15","0,13",,,,
BRL,28/01/2018,,"3,15","0,06",,,,
BRL,26/01/2018,,"3,15","0,12",,,,
BRL,25/01/2018,,"3,15","0,02",,,,
BRL,24/01/2018,,"3,15","-2,80",,,,
BRL,23/01/2018,,"3,24","1,09",,,,
BRL,22/01/2018,,"3,20","0,18",,,,
BRL,21/01/2018,,"3,20","0,00",,,,
BRL,19/01/2018,,"3,20","-0,32",,,,
BRL,18/01/2018,,"3,21","-0,54",,,,
BRL,17/01/2018,,"3,22","-0,02",,,,
BRL,16/01/2018,,"3,22","0,25",,,,
BRL,15/01/2018,,"3,22","0,31",,,,
BRL,14/01/2018,,"3,21","-0,03",,,,
BRL,12/01/2018,,"3,21","-0,28",,,,
BRL,11/01/2018,,"3,22","-0,39",,,,
BRL,10/01/2018,,"3,23","-0,62",,,,
BRL,09/01/2018,,"3,25","0,23",,,,
BRL,08/01/2018,,"3,24","0,37",,,,
BRL,05/01/2018,,"3,23","0,00",,,,
BRL,04/01/2018,,"3,23","0,00",,,,
BRL,03/01/2018,,"3,24","-0,67",,,,
BRL,02/01/2018,,"3,26","-1,61",,,,
BRL,28/12/2017,,"3,31","-0,08",,,,
BRL,27/12/2017,,"3,31","0,00",,,,
BRL,26/12/2017,,"3,31","-0,78",,,,
BRL,22/12/2017,,"3,34","0,86",,,,
BRL,21/12/2017,,"3,31","0,32",,,,
BRL,20/12/2017,,"3,30","0,24",,,,
BRL,19/12/2017,,"3,29","-0,07",,,,
BRL,18/12/2017,,"3,29","0,00",,,,
BRL,15/12/2017,,"3,29","-1,41",,,,
BRL,14/12/2017,,"3,34","0,96",,,,
BRL,13/12/2017,,"3,31","0,11",,,,
BRL,12/12/2017,,"3,31","0,05",,,,
BRL,11/12/2017,,"3,30","0,39",,,,
BRL,08/12/2017,,"3,29","0,04",,,,
BRL,07/12/2017,,"3,29","1,70",,,,
BRL,06/12/2017,,"3,24","-0,18",,,,
BRL,05/12/2017,,"3,24","-0,08",,,,
BRL,04/12/2017,,"3,24","-0,43",,,,
BRL,01/12/2017,,"3,26","-0,45",,,,
BRL,30/11/2017,,"3,27","0,00",,,,
BRL,29/11/2017,,"3,25","1,04",,,,
BRL,28/11/2017,,"3,21","-0,46",,,,
BRL,27/11/2017,,"3,23","-0,16",,,,
BRL,24/11/2017,,"3,23","0,34",,,,
BRL,23/11/2017,,"3,22","-0,07",,,,
BRL,22/11/2017,,"3,22","-0,01",,,,
BRL,21/11/2017,,"3,26","0,05",,,,
BRL,20/11/2017,,"3,26","0,00",,,,
BRL,17/11/2017,,"3,26","-0,51",,,,
BRL,16/11/2017,,"3,27","-1,19",,,,
BRL,15/11/2017,,"3,31","0,02",,,,
BRL,14/11/2017,,"3,31","0,02",,,,
BRL,13/11/2017,,"3,28","0,05",,,,
BRL,10/11/2017,,"3,28","0,79",,,,
BRL,09/11/2017,,"3,25","-0,08",,,,
BRL,08/11/2017,,"3,25","-0,01",,,,
BRL,07/11/2017,,"3,27","0,67",,,,
BRL,06/11/2017,,"3,25","-1,96",,,,
BRL,03/11/2017,,"3,31","0,00",,,,
BRL,02/11/2017,,"3,27","-0,01",,,,
BRL,01/11/2017,,"3,27","0,00",,,,
BRL,31/10/2017,,"3,27","-0,05",,,,
BRL,30/10/2017,,"3,29","0,00",,,,
BRL,27/10/2017,,"3,24","0,02",,,,
BRL,26/10/2017,,"3,29","-0,01",,,,
BRL,25/10/2017,,"3,23","0,00",,,,
BRL,24/10/2017,,"3,24","0,02",,,,
BRL,23/10/2017,,"3,24","1,42",,,,
BRL,20/10/2017,,"3,19","0,00",,,,
BRL,19/10/2017,,"3,17","0,01",,,,
BRL,18/10/2017,,"3,17","0,03",,,,
BRL,17/10/2017,,"3,16","0,01",,,,
BRL,16/10/2017,,"3,17","0,03",,,,
BRL,13/10/2017,,"3,14","0,01",,,,
BRL,12/10/2017,,"3,17","-0,09",,,,
BRL,11/10/2017,,"3,17","-0,03",,,,
BRL,10/10/2017,,"3,18","0,00",,,,
BRL,09/10/2017,,"3,19","0,00",,,,
BRL,06/10/2017,,"3,16","0,00",,,,
BRL,05/10/2017,,"3,15","0,00",,,,
BRL,04/10/2017,,"3,13","-0,01",,,,
BRL,03/10/2017,,"3,14","0,00",,,,
BRL,02/10/2017,,"3,15","0,03",,,,
BRL,29/09/2017,,"3,16","0,06",,,,
BRL,28/09/2017,,"3,18","0,00",,,,
BRL,27/09/2017,,"3,19","0,00",,,,
BRL,26/09/2017,,"3,17","0,03",,,,
BRL,25/09/2017,,"3,16","-0,02",,,,
BRL,22/09/2017,,"3,12","0,02",,,,
BRL,21/09/2017,,"3,14","0,03",,,,
BRL,20/09/2017,,"3,13","0,01",,,,
BRL,19/09/2017,,"3,13","-0,01",,,,
BRL,18/09/2017,,"3,14","0,01",,,,
BRL,15/09/2017,,"3,11","0,03",,,,
BRL,14/09/2017,,"3,12","0,05",,,,
BRL,13/09/2017,,"3,13","0,00",,,,
BRL,12/09/2017,,"3,12","0,72",,,,
BRL,11/09/2017,,"3,10","0,51",,,,
BRL,08/09/2017,,"3,09","-0,39",,,,
BRL,07/09/2017,,"3,10","-0,04",,,,
BRL,06/09/2017,,"3,10","-0,02",,,,
BRL,05/09/2017,,"3,12","0,02",,,,
BRL,04/09/2017,,"3,14","-0,01",,,,
BRL,01/09/2017,,"3,14","0,03",,,,
BRL,31/08/2017,,"3,15","0,00",,,,
BRL,30/08/2017,,"3,16","0,02",,,,
BRL,29/08/2017,,"3,16","0,02",,,,
BRL,28/08/2017,,"3,17","0,03",,,,
BRL,25/08/2017,,"3,16","0,39",,,,
BRL,24/08/2017,,"3,15","0,01",,,,
BRL,23/08/2017,,"3,14","0,00",,,,
BRL,22/08/2017,,"3,16","0,06",,,,
BRL,21/08/2017,,"3,16","-0,01",,,,
BRL,18/08/2017,,"3,15","0,02",,,,
BRL,17/08/2017,,"3,17","0,02",,,,
BRL,16/08/2017,,"3,15","0,03",,,,
BRL,15/08/2017,,"3,17","0,00",,,,
BRL,14/08/2017,,"3,19","0,00",,,,
BRL,11/08/2017,,"3,19","-0,03",,,,
BRL,10/08/2017,,"3,18","-0,01",,,,
BRL,09/08/2017,,"3,16","0,00",,,,
BRL,08/08/2017,,"3,13","0,03",,,,
BRL,07/08/2017,,"3,13","-0,01",,,,
BRL,04/08/2017,,"3,13","0,01",,,,
BRL,03/08/2017,,"3,11","0,02",,,,
BRL,02/08/2017,,"3,11","0,02",,,,
BRL,01/08/2017,,"3,13","0,02",,,,
BRL,31/07/2017,,"3,13","0,04",,,,
BRL,28/07/2017,,"3,13","0,03",,,,
BRL,27/07/2017,,"3,15","0,05",,,,
BRL,26/07/2017,,"3,14","0,01",,,,
BRL,25/07/2017,,"3,17","0,02",,,,
BRL,24/07/2017,,"3,15","0,01",,,,
BRL,21/07/2017,,"3,14","0,00",,,,
BRL,20/07/2017,,"3,12","0,01",,,,
BRL,19/07/2017,,"3,15","0,02",,,,
BRL,18/07/2017,,"3,15","0,00",,,,
BRL,17/07/2017,,"3,18","0,00",,,,
BRL,14/07/2017,,"3,18","0,00",,,,
BRL,13/07/2017,,"3,21","-0,06",,,,
BRL,12/07/2017,,"3,21","0,03",,,,
BRL,11/07/2017,,"3,25","0,00",,,,
BRL,10/07/2017,,"3,25","0,00",,,,
BRL,07/07/2017,,"3,28","-0,47",,,,
BRL,06/07/2017,,"3,30","0,08",,,,
BRL,05/07/2017,,"3,29","0,00",,,,
BRL,04/07/2017,,"3,31","0,02",,,,
BRL,03/07/2017,,"3,30","0,04",,,,
BRL,30/06/2017,,"3,31","-0,01",,,,
BRL,29/06/2017,,"3,30","0,73",,,,
BRL,28/06/2017,,"3,28","-1,00",,,,
BRL,27/06/2017,,"3,31","0,02",,,,
BRL,26/06/2017,,"3,30","-1,39",,,,
BRL,23/06/2017,,"3,34","0,04",,,,
BRL,22/06/2017,,"3,34","-0,01",,,,
BRL,21/06/2017,,"3,33","-0,04",,,,
BRL,20/06/2017,,"3,33","1,34",,,,
BRL,19/06/2017,,"3,28","-0,31",,,,
BRL,18/06/2017,,"3,29","-0,08",,,,
BRL,16/06/2017,,"3,29","0,57",,,,
BRL,15/06/2017,,"3,27","0,00",,,,
BRL,14/06/2017,,"3,27","0,00",,,,
BRL,13/06/2017,,"3,32","0,04",,,,
BRL,12/06/2017,,"3,32","-0,01",,,,
BRL,09/06/2017,,"3,30","0,00",,,,
BRL,08/06/2017,,"3,26","0,00",,,,
BRL,07/06/2017,,"3,27","0,00",,,,
BRL,06/06/2017,,"3,28","0,00",,,,
BRL,05/06/2017,,"3,30","0,01",,,,
BRL,02/06/2017,,"3,25","-0,04",,,,
BRL,01/06/2017,,"3,25","0,00",,,,
BRL,31/05/2017,,"3,23","0,00",,,,
BRL,30/05/2017,,"3,26","-0,01",,,,
BRL,29/05/2017,,"3,26","-0,12",,,,
BRL,26/05/2017,,"3,26","0,00",,,,
BRL,25/05/2017,,"3,27","0,05",,,,
BRL,24/05/2017,,"3,28","-0,07",,,,
BRL,23/05/2017,,"3,27","0,14",,,,
BRL,22/05/2017,,"3,27","0,02",,,,
BRL,19/05/2017,,"3,25","0,01",,,,
BRL,18/05/2017,,"3,37","0,06",,,,
BRL,17/05/2017,,"3,14","-0,04",,,,
BRL,16/05/2017,,"3,10","0,00",,,,
BRL,15/05/2017,,"3,11","-0,04",,,,
BRL,12/05/2017,,"3,12","0,04",,,,
BRL,11/05/2017,,"3,14","0,00",,,,
BRL,10/05/2017,,"3,17","0,01",,,,
BRL,09/05/2017,,"3,19","0,01",,,,
BRL,08/05/2017,,"3,20","0,00",,,,
BRL,07/05/2017,,"3,18","-0,02",,,,
BRL,05/05/2017,,"3,17","-0,06",,,,
BRL,04/05/2017,,"3,19","0,01",,,,
BRL,03/05/2017,,"3,16","-0,03",,,,
BRL,02/05/2017,,"3,15","-0,03",,,,
BRL,01/05/2017,,"3,17","-0,03",,,,
BRL,28/04/2017,,"3,17","-0,13",,,,
BRL,27/04/2017,,"3,18","-0,03",,,,
BRL,26/04/2017,,"3,17","0,04",,,,
BRL,25/04/2017,,"3,15","0,03",,,,
BRL,24/04/2017,,"3,13","0,04",,,,
BRL,21/04/2017,,"3,15","-0,03",,,,
BRL,20/04/2017,,"3,15","-0,03",,,,
BRL,19/04/2017,,"3,15","-0,08",,,,
BRL,18/04/2017,,"3,11","-0,01",,,,
BRL,17/04/2017,,"3,10","0,00",,,,
BRL,14/04/2017,,"3,14","0,01",,,,
BRL,13/04/2017,,"3,14","-0,01",,,,
BRL,12/04/2017,,"3,12","-0,01",,,,
BRL,11/04/2017,,"3,14","0,05",,,,
BRL,10/04/2017,,"3,13","0,04",,,,
BRL,07/04/2017,,"3,15","0,12",,,,
BRL,06/04/2017,,"3,14","0,02",,,,
BRL,05/04/2017,,"3,12","0,06",,,,
BRL,04/04/2017,,"3,10","0,11",,,,
BRL,03/04/2017,,"3,11","0,01",,,,
BRL,31/03/2017,,"3,12","-0,03",,,,
BRL,30/03/2017,,"3,15","0,02",,,,
BRL,29/03/2017,,"3,12","0,10",,,,
BRL,28/03/2017,,"3,14","-0,03",,,,
BRL,27/03/2017,,"3,13","0,02",,,,
BRL,24/03/2017,,"3,11","0,01",,,,
BRL,23/03/2017,,"3,14","0,04",,,,
BRL,22/03/2017,,"3,09","-0,03",,,,
BRL,21/03/2017,,"3,09","-0,01",,,,
BRL,20/03/2017,,"3,07","-0,02",,,,
BRL,17/03/2017,,"3,09","0,01",,,,
BRL,16/03/2017,,"3,12","0,08",,,,
BRL,15/03/2017,,"3,10","-0,01",,,,
BRL,14/03/2017,,"3,16","-0,14",,,,
BRL,13/03/2017,,"3,15","-0,01",,,,
BRL,10/03/2017,,"3,14","0,00",,,,
BRL,07/03/2017,,"3,12","-0,58",,,,
BRL,06/03/2017,,"3,14","0,00",,,,
BRL,03/03/2017,,"3,11","0,00",,,,
BRL,02/03/2017,,"3,16","2,17",,,,
BRL,01/03/2017,,"3,09","0,00",,,,
BRL,28/02/2017,,"3,11","0,00",,,,
BRL,27/02/2017,,"3,11","-0,05",,,,
BRL,24/02/2017,,"3,11","0,00",,,,
BRL,23/02/2017,,"3,06","0,07",,,,
BRL,22/02/2017,,"3,06","0,00",,,,
BRL,21/02/2017,,"3,10","0,00",,,,
BRL,20/02/2017,,"3,09","0,00",,,,
BRL,17/02/2017,,"3,10","0,00",,,,
BRL,16/02/2017,,"3,09","1,06",,,,
BRL,15/02/2017,,"3,06","0,00",,,,
BRL,14/02/2017,,"3,08","0,00",,,,
BRL,13/02/2017,,"3,11","0,00",,,,
BRL,10/02/2017,,"3,11","0,00",,,,
BRL,09/02/2017,,"3,13","0,00",,,,
BRL,08/02/2017,,"3,12","0,00",,,,
BRL,07/02/2017,,"3,12","0,00",,,,
BRL,06/02/2017,,"3,12","-0,02",,,,
BRL,03/02/2017,,"3,12","-0,20",,,,
BRL,02/02/2017,,"3,12","0,00",,,,
BRL,01/02/2017,,"3,13","0,00",,,,
BRL,31/01/2017,,"3,15","0,01",,,,
BRL,30/01/2017,,"3,13","0,00",,,,
BRL,27/01/2017,,"3,14","0,00",,,,
BRL,26/01/2017,,"3,18","0,00",,,,
BRL,25/01/2017,,"3,17","0,00",,,,
BRL,24/01/2017,,"3,17","0,22",,,,
BRL,23/01/2017,,"3,16","-0,18",,,,
BRL,20/01/2017,,"3,17","0,00",,,,
BRL,19/01/2017,,"3,20","-1,07",,,,
BRL,18/01/2017,,"3,23","-0,01",,,,
BRL,17/01/2017,,"3,21","0,00",,,,
BRL,16/01/2017,,"3,24","0,00",,,,
BRL,13/01/2017,,"3,22","1,03",,,,
BRL,12/01/2017,,"3,19","-0,27",,,,
BRL,11/01/2017,,"3,20","0,00",,,,
BRL,10/01/2017,,"3,20","-0,02",,,,
BRL,09/01/2017,,"3,20","-0,84",,,,
BRL,06/01/2017,,"3,22","0,78",,,,
BRL,05/01/2017,,"3,20","-0,53",,,,
BRL,04/01/2017,,"3,22","0,00",,,,
BRL,03/01/2017,,"3,26","-0,63",,,,
BRL,02/01/2017,,"3,29","0,98",,,,
BRL,01/01/2017,,"3,25","0,00",,,,
BRL,29/12/2016,,"3,25","-0,94",,,,
BRL,28/12/2016,,"3,28","0,44",,,,
BRL,27/12/2016,,"3,27","-0,19",,,,
BRL,26/12/2016,,"3,28","0,00",,,,
BRL,23/12/2016,,"3,27","-0,49",,,,
BRL,22/12/2016,,"3,29","0,00",,,,
BRL,21/12/2016,,"3,33","-0,81",,,,
BRL,20/12/2016,,"3,35","-0,32",,,,
BRL,19/12/2016,,"3,36","0,00",,,,
BRL,16/12/2016,,"3,39","0,67",,,,
BRL,15/12/2016,,"3,37","0,00",,,,
BRL,14/12/2016,,"3,37","1,03",,,,
BRL,13/12/2016,,"3,33","-0,10",,,,
BRL,12/12/2016,,"3,34","-1,15",,,,
BRL,09/12/2016,,"3,38","0,00",,,,
BRL,08/12/2016,,"3,38","-0,22",,,,
BRL,07/12/2016,,"3,38","0,00",,,,
BRL,06/12/2016,,"3,41","0,00",,,,
BRL,05/12/2016,,"3,42","0,04",,,,
BRL,02/12/2016,,"3,48","0,14",,,,
BRL,01/12/2016,,"3,58","3,03",,,,
BRL,30/11/2016,,"3,41","0,70",,,,
BRL,29/11/2016,,"3,45","1,60",,,,
BRL,28/11/2016,,"3,41","0,66",,,,
UYU,28/11/2019,,"37,89","0,00",,,,
UYU,27/11/2019,,"37,89","0,00",,,,
UYU,26/11/2019,,"37,79","0,00",,,,
UYU,25/11/2019,,"37,76","0,00",,,,
UYU,22/11/2019,,"37,73","0,00",,,,
UYU,21/11/2019,,"37,68","0,00",,,,
UYU,20/11/2019,,"37,65","0,00",,,,
UYU,19/11/2019,,"37,64","0,00",,,,
UYU,18/11/2019,,"37,63","0,00",,,,
UYU,15/11/2019,,"37,65","0,00",,,,
UYU,14/11/2019,,"37,56","0,00",,,,
UYU,13/11/2019,,"37,55","0,00",,,,
UYU,12/11/2019,,"37,48","0,05",,,,
UYU,11/11/2019,,"37,48","0,00",,,,
UYU,08/11/2019,,"37,42","-0,08",,,,
UYU,07/11/2019,,"37,45","0,00",,,,
UYU,06/11/2019,,"37,34","0,00",,,,
UYU,05/11/2019,,"37,25","0,00",,,,
UYU,04/11/2019,,"37,39","0,00",,,,
UYU,01/11/2019,,"37,42","0,00",,,,
UYU,31/10/2019,,"37,46","0,00",,,,
UYU,30/10/2019,,"37,42","0,00",,,,
UYU,29/10/2019,,"37,48","0,00",,,,
UYU,28/10/2019,,"37,42","0,00",,,,
UYU,25/10/2019,,"37,38","0,00",,,,
UYU,24/10/2019,,"37,35","0,00",,,,
UYU,23/10/2019,,"37,38","0,00",,,,
UYU,22/10/2019,,"37,36","-0,11",,,,
UYU,21/10/2019,,"37,35","0,00",,,,
UYU,18/10/2019,,"37,32","0,00",,,,
UYU,17/10/2019,,"37,31","0,00",,,,
UYU,16/10/2019,,"37,30","0,00",,,,
UYU,15/10/2019,,"37,19","0,00",,,,
UYU,14/10/2019,,"37,12","0,00",,,,
UYU,11/10/2019,,"37,17","0,00",,,,
UYU,10/10/2019,,"37,19","0,00",,,,
UYU,09/10/2019,,"37,20","0,00",,,,
UYU,08/10/2019,,"37,21","-0,03",,,,
UYU,07/10/2019,,"37,12","-0,03",,,,
UYU,04/10/2019,,"37,14","-0,05",,,,
UYU,03/10/2019,,"37,16","0,00",,,,
UYU,02/10/2019,,"37,00","0,00",,,,
UYU,01/10/2019,,"36,93","-0,46",,,,
UYU,30/09/2019,,"36,84","0,00",,,,
UYU,29/09/2019,,"36,79","0,00",,,,
UYU,27/09/2019,,"36,79","0,00",,,,
UYU,26/09/2019,,"36,86","0,00",,,,
UYU,25/09/2019,,"36,78","0,00",,,,
UYU,24/09/2019,,"36,75","0,00",,,,
UYU,23/09/2019,,"36,75","0,00",,,,
UYU,20/09/2019,,"36,72","0,00",,,,
UYU,19/09/2019,,"36,72","0,00",,,,
UYU,18/09/2019,,"36,73","0,00",,,,
UYU,17/09/2019,,"36,61","0,00",,,,
UYU,16/09/2019,,"36,44","0,00",,,,
UYU,13/09/2019,,"36,44","0,00",,,,
UYU,12/09/2019,,"36,53","0,00",,,,
UYU,11/09/2019,,"36,58","0,00",,,,
UYU,10/09/2019,,"36,47","0,00",,,,
UYU,09/09/2019,,"36,41","0,00",,,,
UYU,08/09/2019,,"36,58","0,00",,,,
UYU,06/09/2019,,"36,58","0,00",,,,
UYU,05/09/2019,,"36,64","0,00",,,,
UYU,04/09/2019,,"36,68","-0,03",,,,
UYU,03/09/2019,,"36,79","0,00",,,,
UYU,02/09/2019,,"36,60","0,00",,,,
UYU,30/08/2019,,"36,60","-0,11",,,,
UYU,29/08/2019,,"36,61","0,00",,,,
UYU,28/08/2019,,"36,48","0,00",,,,
UYU,27/08/2019,,"36,49","0,00",,,,
UYU,26/08/2019,,"36,46","0,00",,,,
UYU,23/08/2019,,"36,31","0,00",,,,
UYU,22/08/2019,,"36,49","0,00",,,,
UYU,21/08/2019,,"36,59","0,30",,,,
UYU,20/08/2019,,"36,33","0,41",,,,
UYU,19/08/2019,,"36,18","0,00",,,,
UYU,16/08/2019,,"36,18","0,00",,,,
UYU,15/08/2019,,"36,19","0,89",,,,
UYU,14/08/2019,,"35,87","0,00",,,,
UYU,13/08/2019,,"35,88","0,00",,,,
UYU,12/08/2019,,"35,33","0,00",,,,
UYU,11/08/2019,,"35,26","0,00",,,,
UYU,09/08/2019,,"35,26","0,00",,,,
UYU,08/08/2019,,"35,28","0,00",,,,
UYU,07/08/2019,,"35,14","-0,45",,,,
UYU,06/08/2019,,"35,13","0,00",,,,
UYU,05/08/2019,,"34,74","0,00",,,,
UYU,02/08/2019,,"34,57","0,00",,,,
UYU,01/08/2019,,"34,33","0,00",,,,
UYU,31/07/2019,,"34,31","0,00",,,,
UYU,30/07/2019,,"34,18","-0,29",,,,
UYU,29/07/2019,,"34,15","-0,15",,,,
UYU,26/07/2019,,"34,12","0,00",,,,
UYU,25/07/2019,,"33,82","0,00",,,,
UYU,24/07/2019,,"34,37","1,54",,,,
UYU,23/07/2019,,"34,80","0,00",,,,
UYU,22/07/2019,,"35,01","0,89",,,,
UYU,19/07/2019,,"35,09","0,00",,,,
UYU,18/07/2019,,"35,10","0,00",,,,
UYU,17/07/2019,,"35,15","0,20",,,,
UYU,16/07/2019,,"35,09","0,00",,,,
UYU,15/07/2019,,"35,08","0,00",,,,
UYU,14/07/2019,,"35,12","0,00",,,,
UYU,12/07/2019,,"35,12","0,00",,,,
UYU,11/07/2019,,"35,09","0,00",,,,
UYU,10/07/2019,,"35,19","0,26",,,,
UYU,09/07/2019,,"35,15","0,00",,,,
UYU,08/07/2019,,"35,21","0,00",,,,
UYU,05/07/2019,,"35,09","0,00",,,,
UYU,04/07/2019,,"35,18","0,00",,,,
UYU,03/07/2019,,"35,18","0,00",,,,
UYU,02/07/2019,,"35,08","0,00",,,,
UYU,01/07/2019,,"35,17","0,20",,,,
UYU,28/06/2019,,"35,24","0,00",,,,
UYU,27/06/2019,,"35,21","0,00",,,,
UYU,26/06/2019,,"35,14","-0,03",,,,
UYU,25/06/2019,,"35,14","0,09",,,,
UYU,24/06/2019,,"35,18","0,00",,,,
UYU,23/06/2019,,"35,21","0,00",,,,
UYU,21/06/2019,,"35,21","0,00",,,,
UYU,20/06/2019,,"35,31","0,00",,,,
