,,REPORTE COTIZACIONES,,,,27/11/2016 - 28/11/2019,,
Instrumento,Fecha,,Precio,Var %,Var Anual %,,TIR %,Mod. Duration (años)
UYU,15/05/2017,,"27,98","0,00",,,,
UYU,12/05/2017,,"28,02","-0,07",,,,
UYU,11/05/2017,,"28,04","0,00",,,,
UYU,10/05/2017,,"28,08","0,00",,,,
UYU,09/05/2017,,"28,01","-0,04",,,,
UYU,08/05/2017,,"27,80","-0,36",,,,
UYU,05/05/2017,,"27,96","0,50",,,,
UYU,04/05/2017,,"27,98","0,00",,,,
UYU,03/05/2017,,"28,09","0,00",,,,
UYU,02/05/2017,,"28,10","0,00",,,,
UYU,01/05/2017,,"28,10","0,00",,,,
UYU,28/04/2017,,"28,09","0,00",,,,
UYU,27/04/2017,,"28,09","0,00",,,,
UYU,26/04/2017,,"28,24","0,00",,,,
UYU,25/04/2017,,"28,35","0,57",,,,
UYU,24/04/2017,,"28,44","0,00",,,,
UYU,23/04/2017,,"28,44","0,00",,,,
UYU,21/04/2017,,"28,44","0,00",,,,
UYU,20/04/2017,,"28,43","0,00",,,,
UYU,19/04/2017,,"28,42","0,11",,,,
UYU,18/04/2017,,"28,50","0,28",,,,
UYU,17/04/2017,,"28,48","0,00",,,,
UYU,14/04/2017,,"28,49","0,00",,,,
UYU,13/04/2017,,"28,50","0,28",,,,
UYU,12/04/2017,,"28,48","0,11",,,,
UYU,11/04/2017,,"28,43","0,04",,,,
UYU,10/04/2017,,"28,43","0,00",,,,
UYU,07/04/2017,,"28,45","0,00",,,,
UYU,06/04/2017,,"28,55","0,32",,,,
UYU,05/04/2017,,"28,52","0,00",,,,
UYU,04/04/2017,,"28,47","0,00",,,,
UYU,03/04/2017,,"28,52","0,21",,,,
UYU,31/03/2017,,"28,63","0,00",,,,
UYU,30/03/2017,,"28,65","0,00",,,,
UYU,29/03/2017,,"28,44","0,00",,,,
UYU,28/03/2017,,"28,42","0,00",,,,
UYU,27/03/2017,,"28,42","0,11",,,,
UYU,24/03/2017,,"28,09","0,00",,,,
UYU,23/03/2017,,"28,10","0,00",,,,
UYU,22/03/2017,,"28,12","0,00",,,,
UYU,21/03/2017,,"28,14","0,00",,,,
UYU,20/03/2017,,"28,16","-0,28",,,,
UYU,17/03/2017,,"28,18","0,00",,,,
UYU,16/03/2017,,"28,22","0,00",,,,
UYU,15/03/2017,,"28,25","0,00",,,,
UYU,14/03/2017,,"28,28","0,00",,,,
UYU,13/03/2017,,"28,33","-0,07",,,,
UYU,10/03/2017,,"28,37","0,00",,,,
UYU,07/03/2017,,"28,07","-0,85",,,,
UYU,06/03/2017,,"28,08","-0,81",,,,
UYU,03/03/2017,,"28,13","0,00",,,,
UYU,02/03/2017,,"28,15","-0,57",,,,
UYU,01/03/2017,,"28,15","-0,07",,,,
UYU,28/02/2017,,"28,20","0,00",,,,
UYU,27/02/2017,,"28,23","0,00",,,,
UYU,24/02/2017,,"28,27","0,00",,,,
UYU,23/02/2017,,"28,29","0,00",,,,
UYU,22/02/2017,,"28,33","0,07",,,,
UYU,21/02/2017,,"28,27","0,00",,,,
UYU,20/02/2017,,"28,29","0,00",,,,
UYU,17/02/2017,,"28,32","0,43",,,,
UYU,16/02/2017,,"28,20","0,00",,,,
UYU,15/02/2017,,"28,30","-0,07",,,,
UYU,14/02/2017,,"28,50","0,14",,,,
UYU,13/02/2017,,"28,57","0,28",,,,
UYU,10/02/2017,,"28,47","0,00",,,,
UYU,09/02/2017,,"28,50","-0,07",,,,
UYU,08/02/2017,,"28,45","-0,35",,,,
UYU,07/02/2017,,"28,38","0,00",,,,
UYU,06/02/2017,,"28,42","0,00",,,,
UYU,03/02/2017,,"28,06","0,00",,,,
UYU,02/02/2017,,"28,08","0,00",,,,
UYU,01/02/2017,,"28,12","0,00",,,,
UYU,31/01/2017,,"28,08","0,00",,,,
UYU,30/01/2017,,"28,14","0,00",,,,
UYU,27/01/2017,,"28,17","0,00",,,,
UYU,26/01/2017,,"28,19","0,00",,,,
UYU,25/01/2017,,"28,22","-0,07",,,,
UYU,24/01/2017,,"28,27","0,11",,,,
UYU,23/01/2017,,"28,55","-0,07",,,,
UYU,20/01/2017,,"28,59","0,00",,,,
UYU,19/01/2017,,"28,62","0,07",,,,
UYU,18/01/2017,,"28,65","-0,07",,,,
UYU,17/01/2017,,"28,70","-0,07",,,,
UYU,16/01/2017,,"28,75","-0,07",,,,
UYU,13/01/2017,,"28,68","0,00",,,,
UYU,12/01/2017,,"28,80","0,00",,,,
UYU,11/01/2017,,"28,68","0,00",,,,
UYU,10/01/2017,,"28,67","0,17",,,,
UYU,09/01/2017,,"28,58","-0,03",,,,
UYU,06/01/2017,,"28,63","0,00",,,,
UYU,05/01/2017,,"28,62","0,00",,,,
UYU,04/01/2017,,"28,55","-1,07",,,,
UYU,03/01/2017,,"28,74","-0,38",,,,
UYU,02/01/2017,,"29,32","0,07",,,,
UYU,30/12/2016,,"29,30","0,00",,,,
UYU,29/12/2016,,"29,07","-0,03",,,,
UYU,28/12/2016,,"28,92","-0,03",,,,
UYU,27/12/2016,,"28,32","-1,84",,,,
UYU,26/12/2016,,"28,35","0,00",,,,
UYU,23/12/2016,,"28,37","-0,35",,,,
UYU,22/12/2016,,"28,47","0,00",,,,
UYU,21/12/2016,,"28,65","0,00",,,,
UYU,20/12/2016,,"28,57","0,00",,,,
UYU,19/12/2016,,"28,64","-0,03",,,,
UYU,16/12/2016,,"28,75","0,00",,,,
UYU,15/12/2016,,"28,48","-0,04",,,,
UYU,14/12/2016,,"28,58","0,00",,,,
UYU,13/12/2016,,"28,67","-0,62",,,,
UYU,12/12/2016,,"28,72","-0,03",,,,
UYU,09/12/2016,,"28,76","0,00",,,,
UYU,08/12/2016,,"28,80","-0,17",,,,
UYU,07/12/2016,,"28,80","0,00",,,,
UYU,06/12/2016,,"28,84","0,03",,,,
UYU,05/12/2016,,"28,87","0,07",,,,
UYU,02/12/2016,,"28,90","0,00",,,,
UYU,01/12/2016,,"28,93","0,00",,,,
UYU,30/11/2016,,"28,95","-0,03",,,,
UYU,29/11/2016,,"29,00","0,03",,,,
UYU,28/11/2016,,"29,02","0,00",,,,
